Time,Total energy,Position,Velocity
9547,0.9999997,0.5937159,-1.137982
9548,0.9999997,0.5925773,-1.139168
9549,0.9999997,0.5914376,-1.140352
9550,0.9999997,0.5902966,-1.141534
9551,0.9999997,0.5891545,-1.142713
9552,0.9999997,0.5880112,-1.143890
9553,0.9999997,0.5868667,-1.145065
9554,0.9999997,0.5857211,-1.146238
9555,0.9999997,0.5845743,-1.147408
9556,0.9999997,0.5834263,-1.148576
9557,0.9999997,0.5822771,-1.149742
9558,0.9999997,0.5811268,-1.150905
9559,0.9999997,0.5799753,-1.152066
9560,0.9999997,0.5788227,-1.153225
9561,0.9999997,0.5776689,-1.154382
9562,0.9999997,0.5765139,-1.155536
9563,0.9999997,0.5753578,-1.156688
9564,0.9999997,0.5742005,-1.157837
9565,0.9999997,0.5730421,-1.158984
9566,0.9999997,0.5718825,-1.160129
9567,0.9999997,0.5707218,-1.161272
9568,0.9999997,0.5695600,-1.162412
9569,0.9999997,0.5683970,-1.163550
9570,0.9999997,0.5672329,-1.164686
9571,0.9999997,0.5660677,-1.165819
9572,0.9999997,0.5649013,-1.166950
9573,0.9999997,0.5637338,-1.168079
9574,0.9999997,0.5625651,-1.169205
9575,0.9999997,0.5613953,-1.170329
9576,0.9999997,0.5602245,-1.171451
9577,0.9999997,0.5590524,-1.172570
9578,0.9999997,0.5578793,-1.173687
9579,0.9999997,0.5567051,-1.174801
9580,0.9999997,0.5555297,-1.175914
9581,0.9999997,0.5543532,-1.177023
9582,0.9999997,0.5531757,-1.178131
9583,0.9999997,0.5519970,-1.179236
9584,0.9999997,0.5508172,-1.180339
9585,0.9999997,0.5496363,-1.181439
9586,0.9999997,0.5484543,-1.182538
9587,0.9999996,0.5472712,-1.183633
9588,0.9999996,0.5460870,-1.184727
9589,0.9999996,0.5449018,-1.185818
9590,0.9999996,0.5437154,-1.186906
9591,0.9999996,0.5425280,-1.187992
9592,0.9999996,0.5413394,-1.189076
9593,0.9999996,0.5401498,-1.190158
9594,0.9999996,0.5389591,-1.191237
9595,0.9999996,0.5377673,-1.192314
9596,0.9999996,0.5365745,-1.193388
9597,0.9999996,0.5353806,-1.194460
9598,0.9999996,0.5341856,-1.195530
9599,0.9999996,0.5329895,-1.196597
9600,0.9999996,0.5317924,-1.197661
9601,0.9999996,0.5305942,-1.198724
9602,0.9999996,0.5293949,-1.199784
9603,0.9999996,0.5281946,-1.200841
9604,0.9999996,0.5269932,-1.201897
9605,0.9999996,0.5257908,-1.202949
9606,0.9999996,0.5245873,-1.204000
9607,0.9999996,0.5233828,-1.205048
9608,0.9999996,0.5221772,-1.206093
9609,0.9999996,0.5209706,-1.207136
9610,0.9999996,0.5197630,-1.208177
9611,0.9999996,0.5185543,-1.209216
9612,0.9999996,0.5173445,-1.210251
9613,0.9999996,0.5161338,-1.211285
9614,0.9999996,0.5149220,-1.212316
9615,0.9999996,0.5137091,-1.213345
9616,0.9999996,0.5124953,-1.214371
9617,0.9999996,0.5112804,-1.215395
9618,0.9999996,0.5100645,-1.216416
9619,0.9999996,0.5088476,-1.217435
9620,0.9999996,0.5076296,-1.218451
9621,0.9999996,0.5064107,-1.219465
9622,0.9999996,0.5051907,-1.220477
9623,0.9999996,0.5039697,-1.221486
9624,0.9999996,0.5027477,-1.222493
9625,0.9999996,0.5015247,-1.223497
9626,0.9999996,0.5003007,-1.224499
9627,0.9999996,0.4990757,-1.225498
9628,0.9999996,0.4978497,-1.226495
9629,0.9999996,0.4966227,-1.227490
9630,0.9999996,0.4953947,-1.228482
9631,0.9999996,0.4941658,-1.229471
9632,0.9999996,0.4929358,-1.230458
9633,0.9999996,0.4917049,-1.231443
9634,0.9999996,0.4904729,-1.232425
9635,0.9999996,0.4892400,-1.233405
9636,0.9999996,0.4880061,-1.234382
9637,0.9999996,0.4867712,-1.235357
9638,0.9999996,0.4855354,-1.236329
9639,0.9999996,0.4842986,-1.237299
9640,0.9999996,0.4830608,-1.238266
9641,0.9999996,0.4818220,-1.239231
9642,0.9999996,0.4805823,-1.240194
9643,0.9999996,0.4793417,-1.241154
9644,0.9999996,0.4781000,-1.242111
9645,0.9999996,0.4768574,-1.243066
9646,0.9999996,0.4756139,-1.244019
9647,0.9999996,0.4743694,-1.244969
9648,0.9999996,0.4731240,-1.245916
9649,0.9999996,0.4718776,-1.246861
9650,0.9999996,0.4706302,-1.247804
9651,0.9999996,0.4693820,-1.248744
9652,0.9999996,0.4681327,-1.249681
9653,0.9999996,0.4668826,-1.250616
9654,0.9999996,0.4656315,-1.251549
9655,0.9999996,0.4643795,-1.252479
9656,0.9999996,0.4631266,-1.253406
9657,0.9999996,0.4618727,-1.254331
9658,0.9999996,0.4606179,-1.255254
9659,0.9999996,0.4593622,-1.256174
9660,0.9999996,0.4581055,-1.257091
9661,0.9999996,0.4568480,-1.258006
9662,0.9999996,0.4555895,-1.258918
9663,0.9999996,0.4543302,-1.259828
9664,0.9999996,0.4530699,-1.260736
9665,0.9999996,0.4518087,-1.261641
9666,0.9999996,0.4505466,-1.262543
9667,0.9999996,0.4492836,-1.263443
9668,0.9999996,0.4480197,-1.264340
9669,0.9999996,0.4467549,-1.265235
9670,0.9999996,0.4454892,-1.266127
9671,0.9999996,0.4442227,-1.267017
9672,0.9999996,0.4429552,-1.267904
9673,0.9999996,0.4416869,-1.268789
9674,0.9999996,0.4404176,-1.269671
9675,0.9999996,0.4391475,-1.270550
9676,0.9999996,0.4378765,-1.271427
9677,0.9999996,0.4366047,-1.272302
9678,0.9999996,0.4353319,-1.273174
9679,0.9999996,0.4340583,-1.274043
9680,0.9999996,0.4327838,-1.274910
9681,0.9999996,0.4315085,-1.275774
9682,0.9999996,0.4302323,-1.276636
9683,0.9999996,0.4289552,-1.277495
9684,0.9999996,0.4276773,-1.278352
9685,0.9999996,0.4263985,-1.279206
9686,0.9999996,0.4251189,-1.280057
9687,0.9999996,0.4238384,-1.280906
9688,0.9999996,0.4225571,-1.281753
9689,0.9999996,0.4212749,-1.282597
9690,0.9999996,0.4199919,-1.283438
9691,0.9999996,0.4187080,-1.284277
9692,0.9999996,0.4174233,-1.285113
9693,0.9999996,0.4161378,-1.285946
9694,0.9999996,0.4148514,-1.286777
9695,0.9999996,0.4135642,-1.287606
9696,0.9999996,0.4122762,-1.288432
9697,0.9999996,0.4109874,-1.289255
9698,0.9999996,0.4096977,-1.290075
9699,0.9999996,0.4084072,-1.290894
9700,0.9999996,0.4071159,-1.291709
9701,0.9999996,0.4058238,-1.292522
9702,0.9999996,0.4045309,-1.293332
9703,0.9999996,0.4032372,-1.294140
9704,0.9999996,0.4019426,-1.294945
9705,0.9999996,0.4006473,-1.295748
9706,0.9999996,0.3993511,-1.296548
9707,0.9999996,0.3980542,-1.297345
9708,0.9999996,0.3967564,-1.298140
9709,0.9999996,0.3954579,-1.298932
9710,0.9999996,0.3941586,-1.299722
9711,0.9999996,0.3928584,-1.300509
9712,0.9999996,0.3915575,-1.301293
9713,0.9999996,0.3902559,-1.302075
9714,0.9999996,0.3889534,-1.302854
9715,0.9999996,0.3876501,-1.303631
9716,0.9999996,0.3863461,-1.304405
9717,0.9999996,0.3850413,-1.305176
9718,0.9999996,0.3837358,-1.305945
9719,0.9999996,0.3824294,-1.306711
9720,0.9999996,0.3811224,-1.307475
9721,0.9999996,0.3798145,-1.308236
9722,0.9999996,0.3785059,-1.308994
9723,0.9999996,0.3771965,-1.309750
9724,0.9999996,0.3758864,-1.310503
9725,0.9999996,0.3745755,-1.311253
9726,0.9999996,0.3732639,-1.312001
9727,0.9999996,0.3719515,-1.312746
9728,0.9999996,0.3706384,-1.313489
9729,0.9999996,0.3693245,-1.314229
9730,0.9999996,0.3680099,-1.314966
9731,0.9999996,0.3666946,-1.315701
9732,0.9999996,0.3653785,-1.316433
9733,0.9999996,0.3640617,-1.317163
9734,0.9999996,0.3627442,-1.317889
9735,0.9999996,0.3614259,-1.318614
9736,0.9999996,0.3601070,-1.319335
9737,0.9999996,0.3587873,-1.320054
9738,0.9999996,0.3574669,-1.320770
9739,0.9999996,0.3561457,-1.321484
9740,0.9999996,0.3548239,-1.322195
9741,0.9999996,0.3535013,-1.322903
9742,0.9999996,0.3521781,-1.323609
9743,0.9999996,0.3508541,-1.324312
9744,0.9999996,0.3495295,-1.325012
9745,0.9999996,0.3482041,-1.325710
9746,0.9999996,0.3468780,-1.326405
9747,0.9999996,0.3455513,-1.327097
9748,0.9999996,0.3442238,-1.327787
9749,0.9999996,0.3428957,-1.328474
9750,0.9999996,0.3415669,-1.329159
9751,0.9999996,0.3402374,-1.329841
9752,0.9999996,0.3389072,-1.330520
9753,0.9999996,0.3375764,-1.331196
9754,0.9999996,0.3362448,-1.331870
9755,0.9999996,0.3349126,-1.332541
9756,0.9999996,0.3335797,-1.333210
9757,0.9999996,0.3322462,-1.333876
9758,0.9999996,0.3309120,-1.334539
9759,0.9999996,0.3295771,-1.335199
9760,0.9999996,0.3282416,-1.335857
9761,0.9999996,0.3269054,-1.336512
9762,0.9999996,0.3255686,-1.337165
9763,0.9999996,0.3242311,-1.337814
9764,0.9999996,0.3228929,-1.338462
9765,0.9999996,0.3215542,-1.339106
9766,0.9999996,0.3202147,-1.339748
9767,0.9999996,0.3188747,-1.340387
9768,0.9999996,0.3175340,-1.341023
9769,0.9999995,0.3161926,-1.341657
9770,0.9999995,0.3148506,-1.342288
9771,0.9999995,0.3135080,-1.342916
9772,0.9999995,0.3121648,-1.343542
9773,0.9999995,0.3108210,-1.344165
9774,0.9999995,0.3094765,-1.344785
9775,0.9999995,0.3081314,-1.345403
9776,0.9999995,0.3067857,-1.346018
9777,0.9999995,0.3054393,-1.346630
9778,0.9999995,0.3040924,-1.347240
9779,0.9999995,0.3027449,-1.347846
9780,0.9999995,0.3013967,-1.348451
9781,0.9999995,0.3000480,-1.349052
9782,0.9999995,0.2986986,-1.349651
9783,0.9999995,0.2973487,-1.350247
9784,0.9999995,0.2959981,-1.350840
9785,0.9999995,0.2946470,-1.351431
9786,0.9999995,0.2932953,-1.352019
9787,0.9999995,0.2919429,-1.352604
9788,0.9999995,0.2905900,-1.353187
9789,0.9999995,0.2892366,-1.353766
9790,0.9999995,0.2878825,-1.354344
9791,0.9999995,0.2865279,-1.354918
9792,0.9999995,0.2851727,-1.355490
9793,0.9999995,0.2838169,-1.356059
9794,0.9999995,0.2824606,-1.356625
9795,0.9999995,0.2811037,-1.357188
9796,0.9999995,0.2797462,-1.357749
9797,0.9999995,0.2783882,-1.358307
9798,0.9999995,0.2770296,-1.358863
9799,0.9999995,0.2756704,-1.359416
9800,0.9999995,0.2743107,-1.359966
9801,0.9999995,0.2729505,-1.360513
9802,0.9999995,0.2715897,-1.361057
9803,0.9999995,0.2702284,-1.361599
9804,0.9999995,0.2688665,-1.362138
9805,0.9999995,0.2675041,-1.362675
9806,0.9999995,0.2661412,-1.363208
9807,0.9999995,0.2647777,-1.363739
9808,0.9999995,0.2634137,-1.364267
9809,0.9999995,0.2620492,-1.364793
9810,0.9999995,0.2606841,-1.365316
9811,0.9999995,0.2593185,-1.365836
9812,0.9999995,0.2579524,-1.366353
9813,0.9999995,0.2565858,-1.366867
9814,0.9999995,0.2552187,-1.367379
9815,0.9999995,0.2538511,-1.367888
9816,0.9999995,0.2524829,-1.368395
9817,0.9999995,0.2511143,-1.368898
9818,0.9999995,0.2497451,-1.369399
9819,0.9999995,0.2483755,-1.369897
9820,0.9999995,0.2470053,-1.370393
9821,0.9999995,0.2456347,-1.370885
9822,0.9999995,0.2442636,-1.371375
9823,0.9999995,0.2428919,-1.371862
9824,0.9999995,0.2415198,-1.372347
9825,0.9999995,0.2401472,-1.372828
9826,0.9999995,0.2387742,-1.373307
9827,0.9999995,0.2374006,-1.373783
9828,0.9999995,0.2360266,-1.374257
9829,0.9999995,0.2346521,-1.374728
9830,0.9999995,0.2332772,-1.375195
9831,0.9999995,0.2319017,-1.375661
9832,0.9999995,0.2305258,-1.376123
9833,0.9999995,0.2291495,-1.376583
9834,0.9999995,0.2277727,-1.377040
9835,0.9999995,0.2263954,-1.377494
9836,0.9999995,0.2250177,-1.377945
9837,0.9999995,0.2236395,-1.378394
9838,0.9999995,0.2222609,-1.378840
9839,0.9999995,0.2208818,-1.379283
9840,0.9999995,0.2195023,-1.379723
9841,0.9999995,0.2181224,-1.380161
9842,0.9999995,0.2167420,-1.380596
9843,0.9999995,0.2153612,-1.381028
9844,0.9999995,0.2139799,-1.381457
9845,0.9999995,0.2125983,-1.381884
9846,0.9999995,0.2112162,-1.382308
9847,0.9999995,0.2098337,-1.382729
9848,0.9999995,0.2084507,-1.383147
9849,0.9999995,0.2070674,-1.383563
9850,0.9999995,0.2056836,-1.383975
9851,0.9999995,0.2042994,-1.384385
9852,0.9999995,0.2029148,-1.384792
9853,0.9999995,0.2015298,-1.385197
9854,0.9999995,0.2001444,-1.385599
9855,0.9999995,0.1987586,-1.385997
9856,0.9999995,0.1973724,-1.386394
9857,0.9999995,0.1959858,-1.386787
9858,0.9999995,0.1945989,-1.387178
9859,0.9999995,0.1932115,-1.387565
9860,0.9999995,0.1918237,-1.387950
9861,0.9999995,0.1904356,-1.388333
9862,0.9999995,0.1890471,-1.388712
9863,0.9999995,0.1876582,-1.389089
9864,0.9999995,0.1862689,-1.389463
9865,0.9999995,0.1848792,-1.389834
9866,0.9999995,0.1834892,-1.390202
9867,0.9999995,0.1820988,-1.390568
9868,0.9999995,0.1807081,-1.390931
9869,0.9999995,0.1793170,-1.391291
9870,0.9999995,0.1779255,-1.391648
9871,0.9999995,0.1765337,-1.392002
9872,0.9999995,0.1751415,-1.392354
9873,0.9999995,0.1737490,-1.392703
9874,0.9999995,0.1723561,-1.393049
9875,0.9999995,0.1709629,-1.393392
9876,0.9999995,0.1695693,-1.393733
9877,0.9999995,0.1681754,-1.394071
9878,0.9999995,0.1667812,-1.394406
9879,0.9999995,0.1653866,-1.394738
9880,0.9999995,0.1639917,-1.395067
9881,0.9999995,0.1625965,-1.395394
9882,0.9999995,0.1612009,-1.395718
9883,0.9999995,0.1598050,-1.396039
9884,0.9999995,0.1584088,-1.396357
9885,0.9999995,0.1570123,-1.396672
9886,0.9999995,0.1556155,-1.396985
9887,0.9999995,0.1542183,-1.397295
9888,0.9999995,0.1528209,-1.397602
9889,0.9999995,0.1514231,-1.397906
9890,0.9999995,0.1500251,-1.398207
9891,0.9999995,0.1486267,-1.398506
9892,0.9999995,0.1472281,-1.398802
9893,0.9999995,0.1458291,-1.399095
9894,0.9999995,0.1444299,-1.399385
9895,0.9999995,0.1430304,-1.399673
9896,0.9999995,0.1416305,-1.399957
9897,0.9999995,0.1402304,-1.400239
9898,0.9999995,0.1388301,-1.400518
9899,0.9999995,0.1374294,-1.400795
9900,0.9999995,0.1360285,-1.401068
9901,0.9999995,0.1346273,-1.401339
9902,0.9999995,0.1332258,-1.401607
9903,0.9999995,0.1318241,-1.401872
9904,0.9999995,0.1304220,-1.402134
9905,0.9999995,0.1290198,-1.402393
9906,0.9999995,0.1276173,-1.402650
9907,0.9999995,0.1262145,-1.402904
9908,0.9999995,0.1248115,-1.403155
9909,0.9999995,0.1234082,-1.403403
9910,0.9999995,0.1220046,-1.403648
9911,0.9999995,0.1206009,-1.403891
9912,0.9999995,0.1191969,-1.404131
9913,0.9999995,0.1177926,-1.404368
9914,0.9999995,0.1163881,-1.404602
9915,0.9999995,0.1149834,-1.404833
9916,0.9999995,0.1135785,-1.405062
9917,0.9999995,0.1121733,-1.405288
9918,0.9999995,0.1107679,-1.405511
9919,0.9999995,0.1093623,-1.405731
9920,0.9999995,0.1079564,-1.405948
9921,0.9999995,0.1065504,-1.406163
9922,0.9999995,0.1051441,-1.406374
9923,0.9999995,0.1037376,-1.406583
9924,0.9999995,0.1023309,-1.406789
9925,0.9999995,0.1009240,-1.406992
9926,0.9999995,0.9951695E-1,-1.407193
9927,0.9999995,0.9810966E-1,-1.407390
9928,0.9999995,0.9670217E-1,-1.407585
9929,0.9999995,0.9529449E-1,-1.407777
9930,0.9999995,0.9388662E-1,-1.407966
9931,0.9999995,0.9247856E-1,-1.408153
9932,0.9999995,0.9107031E-1,-1.408336
9933,0.9999995,0.8966188E-1,-1.408517
9934,0.9999995,0.8825328E-1,-1.408695
9935,0.9999995,0.8684449E-1,-1.408870
9936,0.9999995,0.8543554E-1,-1.409042
9937,0.9999995,0.8402641E-1,-1.409212
9938,0.9999995,0.8261711E-1,-1.409379
9939,0.9999995,0.8120765E-1,-1.409542
9940,0.9999995,0.7979803E-1,-1.409703
9941,0.9999995,0.7838824E-1,-1.409862
9942,0.9999995,0.7697830E-1,-1.410017
9943,0.9999995,0.7556821E-1,-1.410169
9944,0.9999995,0.7415797E-1,-1.410319
9945,0.9999995,0.7274757E-1,-1.410466
9946,0.9999995,0.7133703E-1,-1.410610
9947,0.9999995,0.6992635E-1,-1.410751
9948,0.9999995,0.6851553E-1,-1.410890
9949,0.9999995,0.6710457E-1,-1.411025
9950,0.9999995,0.6569348E-1,-1.411158
9951,0.9999995,0.6428226E-1,-1.411288
9952,0.9999995,0.6287090E-1,-1.411415
9953,0.9999995,0.6145942E-1,-1.411540
9954,0.9999995,0.6004782E-1,-1.411661
9955,0.9999995,0.5863610E-1,-1.411780
9956,0.9999995,0.5722426E-1,-1.411896
9957,0.9999995,0.5581231E-1,-1.412009
9958,0.9999995,0.5440025E-1,-1.412119
9959,0.9999995,0.5298807E-1,-1.412226
9960,0.9999995,0.5157579E-1,-1.412331
9961,0.9999995,0.5016341E-1,-1.412433
9962,0.9999995,0.4875093E-1,-1.412532
9963,0.9999995,0.4733835E-1,-1.412628
9964,0.9999995,0.4592567E-1,-1.412721
9965,0.9999995,0.4451290E-1,-1.412811
9966,0.9999995,0.4310005E-1,-1.412899
9967,0.9999995,0.4168711E-1,-1.412984
9968,0.9999995,0.4027408E-1,-1.413066
9969,0.9999995,0.3886098E-1,-1.413145
9970,0.9999995,0.3744779E-1,-1.413221
9971,0.9999995,0.3603453E-1,-1.413295
9972,0.9999995,0.3462120E-1,-1.413365
9973,0.9999995,0.3320780E-1,-1.413433
9974,0.9999995,0.3179434E-1,-1.413498
9975,0.9999995,0.3038081E-1,-1.413560
9976,0.9999995,0.2896721E-1,-1.413620
9977,0.9999995,0.2755357E-1,-1.413676
9978,0.9999995,0.2613986E-1,-1.413730
9979,0.9999995,0.2472611E-1,-1.413781
9980,0.9999995,0.2331230E-1,-1.413829
9981,0.9999995,0.2189845E-1,-1.413874
9982,0.9999995,0.2048455E-1,-1.413916
9983,0.9999995,0.1907062E-1,-1.413956
9984,0.9999995,0.1765664E-1,-1.413993
9985,0.9999995,0.1624263E-1,-1.414027
9986,0.9999995,0.1482859E-1,-1.414058
9987,0.9999995,0.1341451E-1,-1.414086
9988,0.9999995,0.1200042E-1,-1.414111
9989,0.9999995,0.1058629E-1,-1.414134
9990,0.9999995,0.9172147E-2,-1.414154
9991,0.9999995,0.7757984E-2,-1.414171
9992,0.9999995,0.6343806E-2,-1.414185
9993,0.9999995,0.4929615E-2,-1.414196
9994,0.9999995,0.3515414E-2,-1.414204
9995,0.9999995,0.2101206E-2,-1.414210
9996,0.9999995,0.6869936E-3,-1.414213
9997,0.9999995,-0.7272200E-3,-1.414213
9998,0.9999995,-0.2141432E-2,-1.414210
9999,0.9999995,-0.3555640E-2,-1.414204
10000,0.9999995,-0.4969841E-2,-1.414196
10001,0.9999995,-0.6384031E-2,-1.414184
10002,0.9999995,-0.7798209E-2,-1.414170
10003,0.9999995,-0.9212372E-2,-1.414153
10004,0.9999995,-0.1062652E-1,-1.414133
10005,0.9999995,-0.1204064E-1,-1.414111
10006,0.9999995,-0.1345474E-1,-1.414085
10007,0.9999995,-0.1486881E-1,-1.414057
10008,0.9999995,-0.1628285E-1,-1.414026
10009,0.9999995,-0.1769686E-1,-1.413992
10010,0.9999995,-0.1911083E-1,-1.413955
10011,0.9999995,-0.2052477E-1,-1.413915
10012,0.9999995,-0.2193867E-1,-1.413873
10013,0.9999995,-0.2335252E-1,-1.413828
10014,0.9999995,-0.2476632E-1,-1.413779
10015,0.9999995,-0.2618007E-1,-1.413728
10016,0.9999995,-0.2759378E-1,-1.413675
10017,0.9999995,-0.2900742E-1,-1.413618
10018,0.9999995,-0.3042101E-1,-1.413559
10019,0.9999995,-0.3183454E-1,-1.413496
10020,0.9999995,-0.3324801E-1,-1.413431
10021,0.9999995,-0.3466140E-1,-1.413363
10022,0.9999995,-0.3607473E-1,-1.413293
10023,0.9999995,-0.3748799E-1,-1.413219
10024,0.9999995,-0.3890117E-1,-1.413143
10025,0.9999995,-0.4031428E-1,-1.413064
10026,0.9999995,-0.4172730E-1,-1.412981
10027,0.9999995,-0.4314024E-1,-1.412897
10028,0.9999995,-0.4455309E-1,-1.412809
10029,0.9999995,-0.4596586E-1,-1.412718
10030,0.9999995,-0.4737853E-1,-1.412625
10031,0.9999995,-0.4879111E-1,-1.412529
10032,0.9999995,-0.5020359E-1,-1.412430
10033,0.9999995,-0.5161597E-1,-1.412328
10034,0.9999995,-0.5302824E-1,-1.412223
10035,0.9999995,-0.5444041E-1,-1.412116
10036,0.9999995,-0.5585247E-1,-1.412006
10037,0.9999995,-0.5726442E-1,-1.411893
10038,0.9999995,-0.5867626E-1,-1.411777
10039,0.9999995,-0.6008798E-1,-1.411658
10040,0.9999995,-0.6149957E-1,-1.411536
10041,0.9999995,-0.6291105E-1,-1.411412
10042,0.9999995,-0.6432240E-1,-1.411285
10043,0.9999995,-0.6573362E-1,-1.411155
10044,0.9999995,-0.6714471E-1,-1.411022
10045,0.9999995,-0.6855566E-1,-1.410886
10046,0.9999995,-0.6996648E-1,-1.410747
10047,0.9999995,-0.7137716E-1,-1.410606
10048,0.9999995,-0.7278769E-1,-1.410462
10049,0.9999995,-0.7419808E-1,-1.410315
10050,0.9999995,-0.7560832E-1,-1.410165
10051,0.9999995,-0.7701841E-1,-1.410013
10052,0.9999995,-0.7842835E-1,-1.409857
10053,0.9999995,-0.7983813E-1,-1.409699
10054,0.9999995,-0.8124774E-1,-1.409538
10055,0.9999995,-0.8265720E-1,-1.409374
10056,0.9999995,-0.8406649E-1,-1.409207
10057,0.9999995,-0.8547562E-1,-1.409038
10058,0.9999995,-0.8688457E-1,-1.408865
10059,0.9999995,-0.8829335E-1,-1.408690
10060,0.9999995,-0.8970195E-1,-1.408512
10061,0.9999995,-0.9111037E-1,-1.408331
10062,0.9999995,-0.9251861E-1,-1.408148
10063,0.9999995,-0.9392666E-1,-1.407961
10064,0.9999995,-0.9533453E-1,-1.407772
10065,0.9999995,-0.9674221E-1,-1.407580
10066,0.9999995,-0.9814969E-1,-1.407385
10067,0.9999995,-0.9955698E-1,-1.407187
10068,0.9999995,-0.1009641,-1.406987
10069,0.9999995,-0.1023710,-1.406783
10070,0.9999995,-0.1037776,-1.406577
10071,0.9999995,-0.1051841,-1.406368
10072,0.9999995,-0.1065904,-1.406156
10073,0.9999995,-0.1079964,-1.405942
10074,0.9999995,-0.1094023,-1.405724
10075,0.9999995,-0.1108079,-1.405504
10076,0.9999995,-0.1122133,-1.405281
10077,0.9999995,-0.1136184,-1.405055
10078,0.9999995,-0.1150234,-1.404827
10079,0.9999995,-0.1164281,-1.404595
10080,0.9999995,-0.1178326,-1.404361
10081,0.9999995,-0.1192368,-1.404124
10082,0.9999995,-0.1206408,-1.403884
10083,0.9999995,-0.1220446,-1.403641
10084,0.9999995,-0.1234481,-1.403396
10085,0.9999995,-0.1248514,-1.403148
10086,0.9999995,-0.1262544,-1.402897
10087,0.9999995,-0.1276572,-1.402643
10088,0.9999995,-0.1290597,-1.402386
10089,0.9999995,-0.1304619,-1.402126
10090,0.9999995,-0.1318639,-1.401864
10091,0.9999995,-0.1332657,-1.401599
10092,0.9999995,-0.1346671,-1.401331
10093,0.9999995,-0.1360683,-1.401060
10094,0.9999995,-0.1374692,-1.400787
10095,0.9999995,-0.1388699,-1.400510
10096,0.9999995,-0.1402703,-1.400231
10097,0.9999995,-0.1416704,-1.399949
10098,0.9999995,-0.1430702,-1.399665
10099,0.9999995,-0.1444697,-1.399377
10100,0.9999995,-0.1458689,-1.399087
10101,0.9999995,-0.1472679,-1.398794
10102,0.9999995,-0.1486665,-1.398498
10103,0.9999995,-0.1500649,-1.398199
10104,0.9999995,-0.1514629,-1.397897
10105,0.9999995,-0.1528606,-1.397593
10106,0.9999995,-0.1542581,-1.397286
10107,0.9999995,-0.1556552,-1.396976
10108,0.9999995,-0.1570520,-1.396663
10109,0.9999995,-0.1584485,-1.396348
10110,0.9999995,-0.1598447,-1.396029
10111,0.9999995,-0.1612406,-1.395708
10112,0.9999995,-0.1626362,-1.395385
10113,0.9999995,-0.1640314,-1.395058
10114,0.9999995,-0.1654263,-1.394728
10115,0.9999995,-0.1668208,-1.394396
10116,0.9999995,-0.1682151,-1.394061
10117,0.9999995,-0.1696090,-1.393723
10118,0.9999995,-0.1710025,-1.393383
10119,0.9999995,-0.1723957,-1.393039
10120,0.9999995,-0.1737886,-1.392693
10121,0.9999995,-0.1751811,-1.392344
10122,0.9999995,-0.1765733,-1.391992
10123,0.9999995,-0.1779651,-1.391638
10124,0.9999995,-0.1793566,-1.391281
10125,0.9999995,-0.1807477,-1.390920
10126,0.9999995,-0.1821384,-1.390558
10127,0.9999995,-0.1835288,-1.390192
10128,0.9999995,-0.1849188,-1.389823
10129,0.9999995,-0.1863084,-1.389452
10130,0.9999995,-0.1876977,-1.389078
10131,0.9999995,-0.1890866,-1.388701
10132,0.9999995,-0.1904751,-1.388322
10133,0.9999995,-0.1918632,-1.387939
10134,0.9999995,-0.1932510,-1.387554
10135,0.9999995,-0.1946383,-1.387166
10136,0.9999995,-0.1960253,-1.386776
10137,0.9999995,-0.1974119,-1.386382
10138,0.9999995,-0.1987981,-1.385986
10139,0.9999995,-0.2001838,-1.385587
10140,0.9999995,-0.2015692,-1.385185
10141,0.9999995,-0.2029542,-1.384781
10142,0.9999995,-0.2043388,-1.384374
10143,0.9999995,-0.2057230,-1.383964
10144,0.9999995,-0.2071067,-1.383551
10145,0.9999995,-0.2084901,-1.383135
10146,0.9999995,-0.2098730,-1.382717
10147,0.9999995,-0.2112555,-1.382296
10148,0.9999995,-0.2126376,-1.381872
10149,0.9999995,-0.2140192,-1.381445
10150,0.9999995,-0.2154005,-1.381016
10151,0.9999995,-0.2167813,-1.380584
10152,0.9999995,-0.2181616,-1.380149
10153,0.9999995,-0.2195416,-1.379711
10154,0.9999995,-0.2209211,-1.379270
10155,0.9999995,-0.2223001,-1.378827
10156,0.9999995,-0.2236787,-1.378381
10157,0.9999995,-0.2250569,-1.377932
10158,0.9999995,-0.2264346,-1.377481
10159,0.9999995,-0.2278118,-1.377027
10160,0.9999995,-0.2291886,-1.376570
10161,0.9999995,-0.2305650,-1.376110
10162,0.9999995,-0.2319409,-1.375647
10163,0.9999995,-0.2333163,-1.375182
10164,0.9999995,-0.2346912,-1.374714
10165,0.9999995,-0.2360657,-1.374243
10166,0.9999995,-0.2374397,-1.373770
10167,0.9999995,-0.2388132,-1.373294
10168,0.9999995,-0.2401863,-1.372815
10169,0.9999995,-0.2415589,-1.372333
10170,0.9999995,-0.2429310,-1.371848
10171,0.9999995,-0.2443026,-1.371361
10172,0.9999995,-0.2456737,-1.370871
10173,0.9999995,-0.2470443,-1.370379
10174,0.9999995,-0.2484144,-1.369883
10175,0.9999995,-0.2497841,-1.369385
10176,0.9999995,-0.2511532,-1.368884
10177,0.9999995,-0.2525218,-1.368380
10178,0.9999995,-0.2538900,-1.367874
10179,0.9999995,-0.2552576,-1.367365
10180,0.9999995,-0.2566247,-1.366853
10181,0.9999995,-0.2579913,-1.366338
10182,0.9999995,-0.2593574,-1.365821
