Size of array,Array Time
1467,0.1294000E-2
1468,0.1298000E-2
1469,0.1301000E-2
1470,0.1304000E-2
1471,0.1307000E-2
1472,0.1310000E-2
1473,0.1314000E-2
1474,0.1318000E-2
1475,0.1321000E-2
1476,0.1323000E-2
1477,0.1326000E-2
1478,0.1329000E-2
1479,0.1332000E-2
1480,0.1336000E-2
1481,0.1340000E-2
1482,0.1343000E-2
1483,0.1346000E-2
1484,0.1350000E-2
1485,0.1354000E-2
1486,0.1360000E-2
1487,0.1365000E-2
1488,0.1368000E-2
1489,0.1372000E-2
1490,0.1376000E-2
1491,0.1379000E-2
1492,0.1382000E-2
1493,0.1386000E-2
1494,0.1389000E-2
1495,0.1393000E-2
1496,0.1396000E-2
1497,0.1399000E-2
1498,0.1402000E-2
1499,0.1405000E-2
1500,0.1409000E-2
1501,0.1412000E-2
1502,0.1416000E-2
1503,0.1419000E-2
1504,0.1422000E-2
1505,0.1425000E-2
1506,0.1428000E-2
1507,0.1431000E-2
1508,0.1434000E-2
1509,0.1437000E-2
1510,0.1441000E-2
1511,0.1444000E-2
1512,0.1448000E-2
1513,0.1452000E-2
1514,0.1456000E-2
1515,0.1459000E-2
1516,0.1463000E-2
1517,0.1465000E-2
1518,0.1468000E-2
1519,0.1472000E-2
1520,0.1475000E-2
1521,0.1479000E-2
1522,0.1483000E-2
1523,0.1487000E-2
1524,0.1506000E-2
1525,0.1510000E-2
1526,0.1513000E-2
1527,0.1516000E-2
1528,0.1519000E-2
1529,0.1523000E-2
1530,0.1526000E-2
1531,0.1529000E-2
1532,0.1532000E-2
1533,0.1535000E-2
1534,0.1538000E-2
1535,0.1541000E-2
1536,0.1544000E-2
1537,0.1547000E-2
1538,0.1550000E-2
1539,0.1553000E-2
1540,0.1556000E-2
1541,0.1559000E-2
1542,0.1562000E-2
1543,0.1565000E-2
1544,0.1568000E-2
1545,0.1571000E-2
1546,0.1574000E-2
1547,0.1577000E-2
1548,0.1580000E-2
1549,0.1583000E-2
1550,0.1586000E-2
1551,0.1610000E-2
1552,0.1613000E-2
1553,0.1635000E-2
1554,0.1638000E-2
1555,0.1641000E-2
1556,0.1644000E-2
1557,0.1647000E-2
1558,0.1650000E-2
1559,0.1653000E-2
1560,0.1656000E-2
1561,0.1659000E-2
1562,0.1662000E-2
1563,0.1665000E-2
1564,0.1668000E-2
1565,0.1671000E-2
1566,0.1674000E-2
1567,0.1692000E-2
1568,0.1695000E-2
1569,0.1697000E-2
1570,0.1700000E-2
1571,0.1703000E-2
1572,0.1725000E-2
1573,0.1728000E-2
1574,0.1731000E-2
1575,0.1734000E-2
1576,0.1737000E-2
1577,0.1740000E-2
1578,0.1743000E-2
1579,0.1746000E-2
1580,0.1749000E-2
1581,0.1752000E-2
1582,0.1756000E-2
1583,0.1759000E-2
1584,0.1762000E-2
1585,0.1765000E-2
1586,0.1768000E-2
1587,0.1771000E-2
1588,0.1774000E-2
1589,0.1777000E-2
1590,0.1779000E-2
1591,0.1782000E-2
1592,0.1799000E-2
1593,0.1802000E-2
1594,0.1804000E-2
1595,0.1807000E-2
1596,0.1809000E-2
1597,0.1811000E-2
1598,0.1813000E-2
1599,0.1816000E-2
1600,0.1819000E-2
1601,0.1822000E-2
1602,0.1824000E-2
1603,0.1827000E-2
1604,0.1830000E-2
1605,0.1833000E-2
1606,0.1836000E-2
1607,0.1839000E-2
1608,0.1842000E-2
1609,0.1845000E-2
1610,0.1847000E-2
1611,0.1849000E-2
1612,0.1851000E-2
1613,0.1853000E-2
1614,0.1856000E-2
1615,0.1859000E-2
1616,0.1862000E-2
1617,0.1869000E-2
1618,0.1872000E-2
1619,0.1875000E-2
1620,0.1878000E-2
1621,0.1881000E-2
1622,0.1884000E-2
1623,0.1886000E-2
1624,0.1889000E-2
1625,0.1892000E-2
1626,0.1895000E-2
1627,0.1898000E-2
1628,0.1900000E-2
1629,0.1902000E-2
1630,0.1905000E-2
1631,0.1908000E-2
1632,0.1911000E-2
1633,0.1914000E-2
1634,0.1917000E-2
1635,0.1919000E-2
1636,0.1921000E-2
1637,0.1924000E-2
1638,0.1927000E-2
1639,0.1930000E-2
1640,0.1933000E-2
1641,0.1936000E-2
1642,0.1939000E-2
1643,0.1942000E-2
1644,0.1945000E-2
1645,0.1948000E-2
1646,0.1950000E-2
1647,0.1952000E-2
1648,0.1955000E-2
1649,0.1958000E-2
1650,0.1960000E-2
1651,0.1963000E-2
1652,0.1966000E-2
1653,0.1969000E-2
1654,0.1971000E-2
1655,0.1973000E-2
1656,0.1976000E-2
1657,0.1978000E-2
1658,0.1981000E-2
1659,0.1984000E-2
1660,0.1987000E-2
1661,0.1990000E-2
1662,0.1992000E-2
1663,0.1994000E-2
1664,0.1996000E-2
1665,0.1998000E-2
1666,0.2000000E-2
1667,0.2002000E-2
1668,0.2004000E-2
1669,0.2007000E-2
1670,0.2009000E-2
1671,0.2011000E-2
1672,0.2014000E-2
1673,0.2017000E-2
1674,0.2020000E-2
1675,0.2023000E-2
1676,0.2026000E-2
1677,0.2028000E-2
1678,0.2031000E-2
1679,0.2034000E-2
1680,0.2037000E-2
1681,0.2040000E-2
1682,0.2042000E-2
1683,0.2044000E-2
1684,0.2047000E-2
1685,0.2050000E-2
1686,0.2052000E-2
1687,0.2055000E-2
1688,0.2058000E-2
1689,0.2060000E-2
1690,0.2063000E-2
1691,0.2066000E-2
1692,0.2069000E-2
1693,0.2072000E-2
1694,0.2075000E-2
1695,0.2077000E-2
1696,0.2079000E-2
1697,0.2082000E-2
1698,0.2085000E-2
1699,0.2088000E-2
1700,0.2091000E-2
1701,0.2093000E-2
1702,0.2096000E-2
1703,0.2099000E-2
1704,0.2102000E-2
1705,0.2105000E-2
1706,0.2108000E-2
1707,0.2111000E-2
1708,0.2114000E-2
1709,0.2116000E-2
1710,0.2119000E-2
1711,0.2122000E-2
1712,0.2125000E-2
1713,0.2128000E-2
1714,0.2130000E-2
1715,0.2133000E-2
1716,0.2136000E-2
1717,0.2139000E-2
1718,0.2142000E-2
1719,0.2145000E-2
1720,0.2148000E-2
1721,0.2151000E-2
1722,0.2154000E-2
1723,0.2156000E-2
1724,0.2159000E-2
1725,0.2162000E-2
1726,0.2165000E-2
1727,0.2167000E-2
1728,0.2170000E-2
1729,0.2173000E-2
1730,0.2176000E-2
1731,0.2178000E-2
1732,0.2180000E-2
1733,0.2182000E-2
1734,0.2185000E-2
1735,0.2188000E-2
1736,0.2191000E-2
1737,0.2194000E-2
1738,0.2197000E-2
1739,0.2200000E-2
1740,0.2203000E-2
1741,0.2205000E-2
1742,0.2208000E-2
1743,0.2211000E-2
1744,0.2214000E-2
1745,0.2216000E-2
1746,0.2219000E-2
1747,0.2222000E-2
1748,0.2225000E-2
1749,0.2228000E-2
1750,0.2230000E-2
1751,0.2233000E-2
1752,0.2236000E-2
1753,0.2239000E-2
1754,0.2242000E-2
1755,0.2245000E-2
1756,0.2248000E-2
1757,0.2251000E-2
1758,0.2254000E-2
1759,0.2256000E-2
1760,0.2259000E-2
1761,0.2262000E-2
1762,0.2264000E-2
1763,0.2267000E-2
1764,0.2270000E-2
1765,0.2272000E-2
1766,0.2274000E-2
1767,0.2277000E-2
1768,0.2280000E-2
1769,0.2283000E-2
1770,0.2286000E-2
1771,0.2289000E-2
1772,0.2292000E-2
1773,0.2295000E-2
1774,0.2298000E-2
1775,0.2301000E-2
1776,0.2304000E-2
1777,0.2306000E-2
1778,0.2309000E-2
1779,0.2312000E-2
1780,0.2314000E-2
1781,0.2317000E-2
1782,0.2320000E-2
1783,0.2323000E-2
1784,0.2326000E-2
1785,0.2328000E-2
1786,0.2330000E-2
1787,0.2332000E-2
1788,0.2335000E-2
1789,0.2338000E-2
1790,0.2341000E-2
1791,0.2344000E-2
1792,0.2347000E-2
1793,0.2350000E-2
1794,0.2352000E-2
1795,0.2355000E-2
1796,0.2358000E-2
1797,0.2361000E-2
1798,0.2364000E-2
1799,0.2367000E-2
1800,0.2370000E-2
1801,0.2373000E-2
1802,0.2376000E-2
1803,0.2379000E-2
1804,0.2381000E-2
1805,0.2384000E-2
1806,0.2387000E-2
1807,0.2390000E-2
1808,0.2393000E-2
1809,0.2396000E-2
1810,0.2399000E-2
1811,0.2401000E-2
1812,0.2404000E-2
1813,0.2407000E-2
1814,0.2410000E-2
1815,0.2413000E-2
1816,0.2416000E-2
1817,0.2418000E-2
1818,0.2421000E-2
1819,0.2424000E-2
1820,0.2427000E-2
1821,0.2430000E-2
1822,0.2433000E-2
1823,0.2435000E-2
1824,0.2438000E-2
1825,0.2441000E-2
1826,0.2444000E-2
1827,0.2446000E-2
1828,0.2449000E-2
1829,0.2452000E-2
1830,0.2455000E-2
1831,0.2457000E-2
1832,0.2460000E-2
1833,0.2463000E-2
1834,0.2466000E-2
1835,0.2469000E-2
1836,0.2472000E-2
1837,0.2475000E-2
1838,0.2478000E-2
1839,0.2481000E-2
1840,0.2484000E-2
1841,0.2487000E-2
1842,0.2490000E-2
1843,0.2493000E-2
1844,0.2496000E-2
1845,0.2501000E-2
1846,0.2504000E-2
1847,0.2507000E-2
1848,0.2510000E-2
1849,0.2513000E-2
1850,0.2517000E-2
1851,0.2520000E-2
1852,0.2523000E-2
1853,0.2526000E-2
1854,0.2529000E-2
1855,0.2532000E-2
1856,0.2535000E-2
1857,0.2538000E-2
1858,0.2541000E-2
1859,0.2544000E-2
1860,0.2547000E-2
1861,0.2550000E-2
1862,0.2553000E-2
1863,0.2556000E-2
1864,0.2559000E-2
1865,0.2562000E-2
1866,0.2565000E-2
1867,0.2568000E-2
1868,0.2571000E-2
1869,0.2575000E-2
1870,0.2578000E-2
1871,0.2581000E-2
1872,0.2584000E-2
1873,0.2587000E-2
1874,0.2590000E-2
1875,0.2593000E-2
1876,0.2596000E-2
1877,0.2599000E-2
1878,0.2602000E-2
1879,0.2605000E-2
1880,0.2608000E-2
1881,0.2610000E-2
1882,0.2613000E-2
1883,0.2616000E-2
1884,0.2619000E-2
1885,0.2622000E-2
1886,0.2624000E-2
1887,0.2627000E-2
1888,0.2630000E-2
1889,0.2633000E-2
1890,0.2636000E-2
1891,0.2639000E-2
1892,0.2642000E-2
1893,0.2645000E-2
1894,0.2648000E-2
1895,0.2651000E-2
1896,0.2654000E-2
1897,0.2657000E-2
1898,0.2660000E-2
1899,0.2664000E-2
1900,0.2667000E-2
1901,0.2670000E-2
1902,0.2673000E-2
1903,0.2675000E-2
1904,0.2678000E-2
1905,0.2682000E-2
1906,0.2685000E-2
1907,0.2688000E-2
1908,0.2691000E-2
1909,0.2694000E-2
1910,0.2697000E-2
1911,0.2700000E-2
1912,0.2703000E-2
1913,0.2707000E-2
1914,0.2710000E-2
1915,0.2713000E-2
1916,0.2715000E-2
1917,0.2718000E-2
1918,0.2721000E-2
1919,0.2724000E-2
1920,0.2727000E-2
1921,0.2730000E-2
1922,0.2733000E-2
1923,0.2736000E-2
1924,0.2739000E-2
1925,0.2742000E-2
1926,0.2745000E-2
1927,0.2748000E-2
1928,0.2751000E-2
1929,0.2754000E-2
1930,0.2757000E-2
1931,0.2760000E-2
1932,0.2763000E-2
1933,0.2766000E-2
1934,0.2770000E-2
1935,0.2773000E-2
1936,0.2776000E-2
1937,0.2779000E-2
1938,0.2782000E-2
1939,0.2785000E-2
1940,0.2788000E-2
1941,0.2792000E-2
1942,0.2795000E-2
1943,0.2798000E-2
1944,0.2801000E-2
1945,0.2804000E-2
1946,0.2806000E-2
1947,0.2809000E-2
1948,0.2812000E-2
1949,0.2815000E-2
1950,0.2819000E-2
1951,0.2822000E-2
1952,0.2825000E-2
1953,0.2828000E-2
1954,0.2831000E-2
1955,0.2834000E-2
1956,0.2837000E-2
1957,0.2840000E-2
1958,0.2843000E-2
1959,0.2846000E-2
1960,0.2849000E-2
1961,0.2853000E-2
1962,0.2856000E-2
1963,0.2860000E-2
1964,0.2863000E-2
1965,0.2866000E-2
1966,0.2870000E-2
1967,0.2873000E-2
1968,0.2876000E-2
1969,0.2879000E-2
1970,0.2882000E-2
1971,0.2885000E-2
1972,0.2888000E-2
1973,0.2891000E-2
1974,0.2895000E-2
1975,0.2898000E-2
1976,0.2901000E-2
1977,0.2905000E-2
1978,0.2910000E-2
1979,0.2913000E-2
1980,0.2916000E-2
1981,0.2920000E-2
1982,0.2924000E-2
1983,0.2928000E-2
1984,0.2932000E-2
1985,0.2935000E-2
1986,0.2939000E-2
1987,0.2943000E-2
1988,0.2947000E-2
1989,0.2951000E-2
1990,0.2955000E-2
1991,0.2959000E-2
1992,0.2962000E-2
1993,0.2966000E-2
1994,0.2971000E-2
1995,0.2974000E-2
1996,0.2977000E-2
1997,0.2980000E-2
1998,0.2983000E-2
1999,0.2986000E-2
2000,0.2989000E-2
 ---
10001,0.1600000E-4
10002,0.3100000E-4
10003,0.4400000E-4
10004,0.7700000E-4
10005,0.8900000E-4
10006,0.1020000E-3
10007,0.1470000E-3
10008,0.1580000E-3
10009,0.1710000E-3
10010,0.1970000E-3
10011,0.2110000E-3
10012,0.2230000E-3
10013,0.2530000E-3
10014,0.2660000E-3
10015,0.2790000E-3
10016,0.3090000E-3
10017,0.3220000E-3
10018,0.3350000E-3
10019,0.3480000E-3
10020,0.3730000E-3
10021,0.3850000E-3
10022,0.3980000E-3
10023,0.4100000E-3
10024,0.4420000E-3
10025,0.4570000E-3
10026,0.4920000E-3
10027,0.5080000E-3
10028,0.5230000E-3
10029,0.5400000E-3
10030,0.5850000E-3
10031,0.6260000E-3
10032,0.6420000E-3
10033,0.6570000E-3
10034,0.6720000E-3
10035,0.7000000E-3
10036,0.7260000E-3
10037,0.7590000E-3
10038,0.7730000E-3
10039,0.8010000E-3
10040,0.8140000E-3
10041,0.8450000E-3
10042,0.8730000E-3
10043,0.9050000E-3
10044,0.9310000E-3
10045,0.9450000E-3
10046,0.9590000E-3
10047,0.9720000E-3
10048,0.9840000E-3
10049,0.1015000E-2
10050,0.1029000E-2
10051,0.1076000E-2
10052,0.1106000E-2
10053,0.1120000E-2
10054,0.1135000E-2
10055,0.1166000E-2
10056,0.1183000E-2
10057,0.1213000E-2
10058,0.1246000E-2
10059,0.1262000E-2
10060,0.1277000E-2
10061,0.1292000E-2
10062,0.1322000E-2
10063,0.1359000E-2
10064,0.1376000E-2
10065,0.1391000E-2
10066,0.1420000E-2
10067,0.1433000E-2
10068,0.1447000E-2
10069,0.1463000E-2
10070,0.1477000E-2
10071,0.1489000E-2
10072,0.1503000E-2
10073,0.1516000E-2
10074,0.1528000E-2
10075,0.1541000E-2
10076,0.1553000E-2
10077,0.1566000E-2
10078,0.1578000E-2
10079,0.1590000E-2
10080,0.1604000E-2
10081,0.1615000E-2
10082,0.1628000E-2
10083,0.1642000E-2
10084,0.1656000E-2
10085,0.1670000E-2
10086,0.1681000E-2
10087,0.1694000E-2
10088,0.1708000E-2
10089,0.1722000E-2
10090,0.1736000E-2
10091,0.1750000E-2
10092,0.1763000E-2
10093,0.1776000E-2
10094,0.1787000E-2
10095,0.1799000E-2
10096,0.1812000E-2
10097,0.1825000E-2
10098,0.1838000E-2
10099,0.1850000E-2
10100,0.1864000E-2
10101,0.1876000E-2
10102,0.1888000E-2
10103,0.1901000E-2
10104,0.1912000E-2
10105,0.1944000E-2
10106,0.1958000E-2
10107,0.1971000E-2
10108,0.2019000E-2
10109,0.2034000E-2
10110,0.2048000E-2
10111,0.2061000E-2
10112,0.2073000E-2
10113,0.2085000E-2
10114,0.2118000E-2
10115,0.2135000E-2
10116,0.2149000E-2
10117,0.2173000E-2
10118,0.2201000E-2
10119,0.2232000E-2
10120,0.2263000E-2
10121,0.2278000E-2
10122,0.2292000E-2
10123,0.2307000E-2
10124,0.2321000E-2
10125,0.2355000E-2
10126,0.2375000E-2
10127,0.2390000E-2
10128,0.2406000E-2
10129,0.2423000E-2
10130,0.2452000E-2
10131,0.2503000E-2
10132,0.2520000E-2
10133,0.2537000E-2
10134,0.2550000E-2
10135,0.2564000E-2
10136,0.2578000E-2
10137,0.2593000E-2
10138,0.2605000E-2
10139,0.2618000E-2
10140,0.2633000E-2
10141,0.2646000E-2
10142,0.2660000E-2
10143,0.2673000E-2
10144,0.2684000E-2
10145,0.2697000E-2
10146,0.2711000E-2
10147,0.2726000E-2
10148,0.2739000E-2
10149,0.2751000E-2
10150,0.2765000E-2
10151,0.2780000E-2
10152,0.2792000E-2
10153,0.2804000E-2
10154,0.2817000E-2
10155,0.2830000E-2
10156,0.2844000E-2
10157,0.2856000E-2
10158,0.2868000E-2
10159,0.2882000E-2
10160,0.2896000E-2
10161,0.2911000E-2
10162,0.2925000E-2
10163,0.2940000E-2
10164,0.2953000E-2
10165,0.2968000E-2
10166,0.2981000E-2
10167,0.2996000E-2
10168,0.3010000E-2
10169,0.3024000E-2
10170,0.3046000E-2
10171,0.3063000E-2
10172,0.3093000E-2
10173,0.3109000E-2
10174,0.3124000E-2
10175,0.3139000E-2
10176,0.3167000E-2
10177,0.3182000E-2
10178,0.3196000E-2
10179,0.3210000E-2
10180,0.3223000E-2
10181,0.3237000E-2
10182,0.3251000E-2
10183,0.3263000E-2
10184,0.3276000E-2
10185,0.3289000E-2
10186,0.3303000E-2
10187,0.3317000E-2
10188,0.3331000E-2
10189,0.3346000E-2
10190,0.3360000E-2
10191,0.3371000E-2
10192,0.3385000E-2
10193,0.3399000E-2
10194,0.3413000E-2
10195,0.3426000E-2
10196,0.3440000E-2
10197,0.3454000E-2
10198,0.3468000E-2
10199,0.3480000E-2
10200,0.3494000E-2
10201,0.3507000E-2
10202,0.3520000E-2
10203,0.3535000E-2
10204,0.3550000E-2
10205,0.3564000E-2
10206,0.3577000E-2
10207,0.3590000E-2
10208,0.3604000E-2
10209,0.3618000E-2
10210,0.3631000E-2
10211,0.3645000E-2
10212,0.3660000E-2
10213,0.3673000E-2
10214,0.3685000E-2
10215,0.3699000E-2
10216,0.3715000E-2
10217,0.3730000E-2
10218,0.3744000E-2
10219,0.3757000E-2
10220,0.3770000E-2
10221,0.3783000E-2
10222,0.3797000E-2
10223,0.3809000E-2
10224,0.3822000E-2
10225,0.3836000E-2
10226,0.3851000E-2
10227,0.3863000E-2
10228,0.3876000E-2
10229,0.3888000E-2
10230,0.3903000E-2
10231,0.3916000E-2
10232,0.3931000E-2
10233,0.3945000E-2
10234,0.3960000E-2
10235,0.3973000E-2
10236,0.3986000E-2
10237,0.4001000E-2
10238,0.4016000E-2
10239,0.4029000E-2
10240,0.4044000E-2
10241,0.4057000E-2
10242,0.4072000E-2
10243,0.4086000E-2
10244,0.4099000E-2
10245,0.4113000E-2
10246,0.4129000E-2
10247,0.4143000E-2
10248,0.4157000E-2
10249,0.4171000E-2
10250,0.4185000E-2
10251,0.4197000E-2
10252,0.4210000E-2
10253,0.4224000E-2
10254,0.4238000E-2
10255,0.4251000E-2
10256,0.4266000E-2
10257,0.4281000E-2
10258,0.4294000E-2
10259,0.4307000E-2
10260,0.4320000E-2
10261,0.4333000E-2
10262,0.4348000E-2
10263,0.4362000E-2
10264,0.4377000E-2
10265,0.4392000E-2
10266,0.4404000E-2
10267,0.4417000E-2
10268,0.4430000E-2
10269,0.4443000E-2
10270,0.4457000E-2
10271,0.4470000E-2
10272,0.4482000E-2
10273,0.4494000E-2
10274,0.4507000E-2
10275,0.4520000E-2
10276,0.4534000E-2
10277,0.4547000E-2
10278,0.4562000E-2
10279,0.4576000E-2
10280,0.4589000E-2
10281,0.4602000E-2
10282,0.4617000E-2
10283,0.4630000E-2
10284,0.4645000E-2
10285,0.4663000E-2
10286,0.4677000E-2
10287,0.4692000E-2
10288,0.4706000E-2
10289,0.4720000E-2
10290,0.4732000E-2
10291,0.4745000E-2
10292,0.4759000E-2
10293,0.4773000E-2
10294,0.4788000E-2
10295,0.4803000E-2
10296,0.4818000E-2
10297,0.4833000E-2
10298,0.4846000E-2
10299,0.4859000E-2
10300,0.4873000E-2
10301,0.4887000E-2
10302,0.4902000E-2
10303,0.4915000E-2
10304,0.4929000E-2
10305,0.4944000E-2
10306,0.4978000E-2
10307,0.4994000E-2
10308,0.5021000E-2
10309,0.5034000E-2
10310,0.5067000E-2
10311,0.5082000E-2
10312,0.5098000E-2
10313,0.5114000E-2
10314,0.5130000E-2
10315,0.5147000E-2
10316,0.5162000E-2
10317,0.5190000E-2
10318,0.5204000E-2
10319,0.5219000E-2
10320,0.5253000E-2
10321,0.5269000E-2
10322,0.5284000E-2
10323,0.5301000E-2
10324,0.5316000E-2
10325,0.5330000E-2
10326,0.5358000E-2
10327,0.5371000E-2
10328,0.5387000E-2
10329,0.5405000E-2
10330,0.5422000E-2
10331,0.5437000E-2
10332,0.5453000E-2
10333,0.5482000E-2
10334,0.5522000E-2
10335,0.5538000E-2
10336,0.5554000E-2
10337,0.5570000E-2
10338,0.5586000E-2
10339,0.5604000E-2
10340,0.5634000E-2
10341,0.5668000E-2
10342,0.5684000E-2
10343,0.5700000E-2
10344,0.5716000E-2
10345,0.5733000E-2
10346,0.5751000E-2
10347,0.5779000E-2
10348,0.5814000E-2
10349,0.5833000E-2
10350,0.5850000E-2
10351,0.5868000E-2
10352,0.5885000E-2
10353,0.5901000E-2
10354,0.5919000E-2
10355,0.5948000E-2
10356,0.5980000E-2
10357,0.5996000E-2
10358,0.6012000E-2
10359,0.6028000E-2
10360,0.6044000E-2
10361,0.6060000E-2
10362,0.6077000E-2
10363,0.6093000E-2
10364,0.6126000E-2
10365,0.6141000E-2
10366,0.6159000E-2
10367,0.6175000E-2
10368,0.6286000E-2
10369,0.6303000E-2
10370,0.6319000E-2
10371,0.6334000E-2
10372,0.6362000E-2
10373,0.6375000E-2
10374,0.6388000E-2
10375,0.6402000E-2
10376,0.6416000E-2
10377,0.6430000E-2
10378,0.6443000E-2
10379,0.6475000E-2
10380,0.6493000E-2
10381,0.6509000E-2
10382,0.6526000E-2
10383,0.6557000E-2
10384,0.6574000E-2
10385,0.6592000E-2
10386,0.6609000E-2
10387,0.6635000E-2
10388,0.6648000E-2
10389,0.6681000E-2
10390,0.6698000E-2
10391,0.6716000E-2
10392,0.6733000E-2
10393,0.6750000E-2
10394,0.6767000E-2
10395,0.6795000E-2
10396,0.6810000E-2
10397,0.6825000E-2
10398,0.6840000E-2
10399,0.6867000E-2
10400,0.6880000E-2
10401,0.6894000E-2
10402,0.6907000E-2
10403,0.6921000E-2
10404,0.6935000E-2
10405,0.6947000E-2
10406,0.6959000E-2
10407,0.6972000E-2
10408,0.6986000E-2
10409,0.6999000E-2
10410,0.7011000E-2
10411,0.7024000E-2
10412,0.7038000E-2
10413,0.7050000E-2
10414,0.7079000E-2
10415,0.7095000E-2
10416,0.7110000E-2
10417,0.7125000E-2
10418,0.7142000E-2
10419,0.7166000E-2
10420,0.7190000E-2
10421,0.7213000E-2
10422,0.7228000E-2
10423,0.7249000E-2
10424,0.7267000E-2
10425,0.7285000E-2
10426,0.7303000E-2
10427,0.7319000E-2
10428,0.7336000E-2
10429,0.7353000E-2
10430,0.7385000E-2
10431,0.7401000E-2
10432,0.7416000E-2
10433,0.7431000E-2
10434,0.7446000E-2
10435,0.7461000E-2
10436,0.7476000E-2
10437,0.7492000E-2
10438,0.7509000E-2
10439,0.7525000E-2
10440,0.7540000E-2
10441,0.7554000E-2
10442,0.7568000E-2
10443,0.7583000E-2
10444,0.7597000E-2
10445,0.7610000E-2
10446,0.7627000E-2
10447,0.7642000E-2
10448,0.7658000E-2
10449,0.7672000E-2
10450,0.7688000E-2
10451,0.7701000E-2
10452,0.7715000E-2
10453,0.7731000E-2
10454,0.7745000E-2
10455,0.7760000E-2
10456,0.7774000E-2
10457,0.7787000E-2
10458,0.7802000E-2
10459,0.7817000E-2
10460,0.7833000E-2
10461,0.7849000E-2
10462,0.7864000E-2
10463,0.8136000E-2
10464,0.8228000E-2
10465,0.8287000E-2
10466,0.8328000E-2
10467,0.8341000E-2
10468,0.8355000E-2
10469,0.8369000E-2
10470,0.8382000E-2
10471,0.8396000E-2
10472,0.8422000E-2
10473,0.8467000E-2
10474,0.8508000E-2
10475,0.8556000E-2
10476,0.8621000E-2
10477,0.8742000E-2
10478,0.8820000E-2
10479,0.8845000E-2
10480,0.8883000E-2
10481,0.8902000E-2
10482,0.8922000E-2
10483,0.8941000E-2
10484,0.8961000E-2
10485,0.8979000E-2
10486,0.9001000E-2
10487,0.9023000E-2
10488,0.9041000E-2
10489,0.9058000E-2
10490,0.9074000E-2
10491,0.9112000E-2
10492,0.9126000E-2
10493,0.9140000E-2
10494,0.9155000E-2
10495,0.9169000E-2
10496,0.9196000E-2
10497,0.9210000E-2
10498,0.9243000E-2
10499,0.9256000E-2
10500,0.9281000E-2
10501,0.9298000E-2
10502,0.9325000E-2
10503,0.9340000E-2
10504,0.9353000E-2
10505,0.9366000E-2
10506,0.9380000E-2
10507,0.9394000E-2
10508,0.9408000E-2
10509,0.9421000E-2
10510,0.9436000E-2
10511,0.9448000E-2
10512,0.9462000E-2
10513,0.9475000E-2
10514,0.9487000E-2
10515,0.9502000E-2
10516,0.9516000E-2
10517,0.9530000E-2
10518,0.9544000E-2
10519,0.9556000E-2
10520,0.9570000E-2
10521,0.9585000E-2
10522,0.9613000E-2
10523,0.9626000E-2
10524,0.9640000E-2
10525,0.9654000E-2
10526,0.9666000E-2
10527,0.9679000E-2
10528,0.9711000E-2
10529,0.9724000E-2
10530,0.9750000E-2
10531,0.9764000E-2
10532,0.9778000E-2
10533,0.9808000E-2
10534,0.9821000E-2
10535,0.9848000E-2
10536,0.9861000E-2
10537,0.9874000E-2
10538,0.9887000E-2
10539,0.9919000E-2
10540,0.9932000E-2
10541,0.9964000E-2
10542,0.9982000E-2
10543,0.9998000E-2
10544,0.1002700E-1
10545,0.1004200E-1
10546,0.1005600E-1
10547,0.1007100E-1
10548,0.1008500E-1
10549,0.1009800E-1
10550,0.1011300E-1
10551,0.1012800E-1
10552,0.1014300E-1
10553,0.1015700E-1
10554,0.1017100E-1
10555,0.1018400E-1
10556,0.1019800E-1
10557,0.1021200E-1
10558,0.1022500E-1
10559,0.1023900E-1
10560,0.1025100E-1
10561,0.1026500E-1
10562,0.1028000E-1
10563,0.1029200E-1
10564,0.1030700E-1
10565,0.1032000E-1
10566,0.1033200E-1
10567,0.1034700E-1
10568,0.1036000E-1
10569,0.1037400E-1
10570,0.1038800E-1
10571,0.1040200E-1
10572,0.1041600E-1
10573,0.1042900E-1
10574,0.1044300E-1
10575,0.1045600E-1
10576,0.1047000E-1
10577,0.1048300E-1
10578,0.1049500E-1
10579,0.1050700E-1
10580,0.1051900E-1
10581,0.1053300E-1
10582,0.1054800E-1
10583,0.1056100E-1
10584,0.1057500E-1
10585,0.1058800E-1
10586,0.1060100E-1
10587,0.1061400E-1
10588,0.1062600E-1
10589,0.1063900E-1
10590,0.1065200E-1
10591,0.1066400E-1
10592,0.1067600E-1
10593,0.1068800E-1
10594,0.1070000E-1
10595,0.1071400E-1
10596,0.1072800E-1
10597,0.1074200E-1
10598,0.1075600E-1
10599,0.1077000E-1
10600,0.1078500E-1
10601,0.1079800E-1
10602,0.1081200E-1
10603,0.1082600E-1
10604,0.1083900E-1
10605,0.1085100E-1
10606,0.1086500E-1
10607,0.1087800E-1
10608,0.1089000E-1
10609,0.1090300E-1
10610,0.1091700E-1
10611,0.1093000E-1
10612,0.1094400E-1
10613,0.1095600E-1
10614,0.1097000E-1
10615,0.1098400E-1
10616,0.1099800E-1
10617,0.1101200E-1
10618,0.1102500E-1
10619,0.1103900E-1
10620,0.1105200E-1
10621,0.1106400E-1
10622,0.1107800E-1
10623,0.1109200E-1
10624,0.1110500E-1
10625,0.1111800E-1
10626,0.1113200E-1
10627,0.1114600E-1
10628,0.1115900E-1
10629,0.1117200E-1
10630,0.1118600E-1
10631,0.1120000E-1
