Size of array,Matrix Time
367,0.3858000E-2
368,0.3862000E-2
369,0.3865000E-2
370,0.3873000E-2
371,0.3887000E-2
372,0.3890000E-2
373,0.3905000E-2
374,0.3920000E-2
375,0.3934000E-2
376,0.3950000E-2
377,0.3965000E-2
378,0.3979000E-2
379,0.3983000E-2
380,0.3986000E-2
381,0.3992000E-2
382,0.4004000E-2
383,0.4008000E-2
384,0.4012000E-2
385,0.4026000E-2
386,0.4041000E-2
387,0.4045000E-2
388,0.4059000E-2
389,0.4074000E-2
390,0.4086000E-2
391,0.4090000E-2
392,0.4093000E-2
393,0.4107000E-2
394,0.4111000E-2
395,0.4124000E-2
396,0.4127000E-2
397,0.4141000E-2
398,0.4153000E-2
399,0.4167000E-2
400,0.4182000E-2
401,0.4186000E-2
402,0.4190000E-2
403,0.4195000E-2
404,0.4209000E-2
405,0.4212000E-2
406,0.4215000E-2
407,0.4229000E-2
408,0.4241000E-2
409,0.4253000E-2
410,0.4272000E-2
411,0.4280000E-2
412,0.4302000E-2
413,0.4306000E-2
414,0.4320000E-2
415,0.4330000E-2
416,0.4348000E-2
417,0.4352000E-2
418,0.4367000E-2
419,0.4370000E-2
420,0.4374000E-2
421,0.4396000E-2
422,0.4418000E-2
423,0.4434000E-2
424,0.4447000E-2
425,0.4451000E-2
426,0.4454000E-2
427,0.4459000E-2
428,0.4463000E-2
429,0.4470000E-2
430,0.4473000E-2
431,0.4489000E-2
432,0.4510000E-2
433,0.4527000E-2
434,0.4547000E-2
435,0.4569000E-2
436,0.4590000E-2
437,0.4611000E-2
438,0.4629000E-2
439,0.4657000E-2
440,0.4678000E-2
441,0.4684000E-2
442,0.4701000E-2
443,0.4722000E-2
444,0.4729000E-2
445,0.4749000E-2
446,0.4769000E-2
447,0.4775000E-2
448,0.4781000E-2
449,0.4798000E-2
450,0.4803000E-2
451,0.4823000E-2
452,0.4829000E-2
453,0.4849000E-2
454,0.4855000E-2
455,0.4872000E-2
456,0.4890000E-2
457,0.4896000E-2
458,0.4915000E-2
459,0.4935000E-2
460,0.4944000E-2
461,0.4964000E-2
462,0.4984000E-2
463,0.5003000E-2
464,0.5019000E-2
465,0.5024000E-2
466,0.5046000E-2
467,0.5065000E-2
468,0.5086000E-2
469,0.5092000E-2
470,0.5112000E-2
471,0.5133000E-2
472,0.5152000E-2
473,0.5159000E-2
474,0.5179000E-2
475,0.5200000E-2
476,0.5219000E-2
477,0.5239000E-2
478,0.5246000E-2
479,0.5252000E-2
480,0.5272000E-2
481,0.5279000E-2
482,0.5298000E-2
483,0.5316000E-2
484,0.5335000E-2
485,0.5342000E-2
486,0.5351000E-2
487,0.5370000E-2
488,0.5374000E-2
489,0.5386000E-2
490,0.5390000E-2
491,0.5406000E-2
492,0.5421000E-2
493,0.5435000E-2
494,0.5440000E-2
495,0.5454000E-2
496,0.5467000E-2
497,0.5479000E-2
498,0.5492000E-2
499,0.5505000E-2
500,0.5520000E-2
501,0.5524000E-2
502,0.5528000E-2
503,0.5540000E-2
504,0.5545000E-2
505,0.5557000E-2
506,0.5561000E-2
507,0.5565000E-2
508,0.5569000E-2
509,0.5583000E-2
510,0.5587000E-2
511,0.5594000E-2
512,0.5608000E-2
513,0.5621000E-2
514,0.5626000E-2
515,0.5630000E-2
516,0.5636000E-2
517,0.5640000E-2
518,0.5655000E-2
519,0.5659000E-2
520,0.5671000E-2
521,0.5676000E-2
522,0.5688000E-2
523,0.5692000E-2
524,0.5707000E-2
525,0.5727000E-2
526,0.5752000E-2
527,0.5767000E-2
528,0.5772000E-2
529,0.5777000E-2
530,0.5791000E-2
531,0.5806000E-2
532,0.5810000E-2
533,0.5814000E-2
534,0.5818000E-2
535,0.5833000E-2
536,0.5837000E-2
537,0.5851000E-2
538,0.5855000E-2
539,0.5868000E-2
540,0.5888000E-2
541,0.5908000E-2
542,0.5915000E-2
543,0.5934000E-2
544,0.5942000E-2
545,0.5963000E-2
546,0.5969000E-2
547,0.5989000E-2
548,0.6010000E-2
549,0.6030000E-2
550,0.6051000E-2
551,0.6073000E-2
552,0.6102000E-2
553,0.6110000E-2
554,0.6134000E-2
555,0.6155000E-2
556,0.6175000E-2
557,0.6183000E-2
558,0.6204000E-2
559,0.6209000E-2
560,0.6223000E-2
561,0.6237000E-2
562,0.6250000E-2
563,0.6264000E-2
564,0.6268000E-2
565,0.6272000E-2
566,0.6285000E-2
567,0.6290000E-2
568,0.6304000E-2
569,0.6308000E-2
570,0.6312000E-2
571,0.6328000E-2
572,0.6344000E-2
573,0.6361000E-2
574,0.6370000E-2
575,0.6393000E-2
576,0.6402000E-2
577,0.6409000E-2
578,0.6414000E-2
579,0.6429000E-2
580,0.6445000E-2
581,0.6459000E-2
582,0.6464000E-2
583,0.6469000E-2
584,0.6476000E-2
585,0.6481000E-2
586,0.6485000E-2
587,0.6490000E-2
588,0.6516000E-2
589,0.6521000E-2
590,0.6536000E-2
591,0.6541000E-2
592,0.6554000E-2
593,0.6559000E-2
594,0.6572000E-2
595,0.6586000E-2
596,0.6600000E-2
597,0.6604000E-2
598,0.6608000E-2
599,0.6623000E-2
600,0.6638000E-2
601,0.6654000E-2
602,0.6659000E-2
603,0.6673000E-2
604,0.6689000E-2
605,0.6694000E-2
606,0.6698000E-2
607,0.6714000E-2
608,0.6719000E-2
609,0.6724000E-2
610,0.6739000E-2
611,0.6754000E-2
612,0.6759000E-2
613,0.6766000E-2
614,0.6788000E-2
615,0.6809000E-2
616,0.6823000E-2
617,0.6837000E-2
618,0.6842000E-2
619,0.6856000E-2
620,0.6871000E-2
621,0.6887000E-2
622,0.6900000E-2
623,0.6914000E-2
624,0.6919000E-2
625,0.6924000E-2
626,0.6939000E-2
627,0.6954000E-2
628,0.6970000E-2
629,0.6985000E-2
630,0.7002000E-2
631,0.7007000E-2
632,0.7012000E-2
633,0.7027000E-2
634,0.7032000E-2
635,0.7047000E-2
636,0.7053000E-2
637,0.7068000E-2
638,0.7073000E-2
639,0.7088000E-2
640,0.7102000E-2
641,0.7116000E-2
642,0.7128000E-2
643,0.7133000E-2
644,0.7151000E-2
645,0.7166000E-2
646,0.7181000E-2
647,0.7196000E-2
648,0.7212000E-2
649,0.7226000E-2
650,0.7231000E-2
651,0.7236000E-2
652,0.7249000E-2
653,0.7265000E-2
654,0.7270000E-2
655,0.7275000E-2
656,0.7289000E-2
657,0.7294000E-2
658,0.7309000E-2
659,0.7322000E-2
660,0.7336000E-2
661,0.7349000E-2
662,0.7355000E-2
663,0.7368000E-2
664,0.7382000E-2
665,0.7387000E-2
666,0.7400000E-2
667,0.7409000E-2
668,0.7430000E-2
669,0.7436000E-2
670,0.7441000E-2
671,0.7445000E-2
672,0.7450000E-2
673,0.7464000E-2
674,0.7480000E-2
675,0.7496000E-2
676,0.7501000E-2
677,0.7506000E-2
678,0.7523000E-2
679,0.7528000E-2
680,0.7541000E-2
681,0.7554000E-2
682,0.7569000E-2
683,0.7583000E-2
684,0.7597000E-2
685,0.7603000E-2
686,0.7611000E-2
687,0.7626000E-2
688,0.7631000E-2
689,0.7644000E-2
690,0.7649000E-2
691,0.7665000E-2
692,0.7680000E-2
693,0.7686000E-2
694,0.7691000E-2
695,0.7707000E-2
696,0.7722000E-2
697,0.7729000E-2
698,0.7744000E-2
699,0.7759000E-2
700,0.7773000E-2
701,0.7778000E-2
702,0.7792000E-2
703,0.7808000E-2
704,0.7822000E-2
705,0.7836000E-2
706,0.7851000E-2
707,0.7866000E-2
708,0.7880000E-2
709,0.7886000E-2
710,0.7891000E-2
711,0.7896000E-2
712,0.7911000E-2
713,0.7917000E-2
714,0.7932000E-2
715,0.7948000E-2
716,0.7964000E-2
717,0.7969000E-2
718,0.7974000E-2
719,0.7988000E-2
720,0.8001000E-2
721,0.8024000E-2
722,0.8046000E-2
723,0.8066000E-2
724,0.8077000E-2
725,0.8100000E-2
726,0.8115000E-2
727,0.8130000E-2
728,0.8136000E-2
729,0.8141000E-2
730,0.8155000E-2
731,0.8171000E-2
732,0.8185000E-2
733,0.8191000E-2
734,0.8197000E-2
735,0.8213000E-2
736,0.8218000E-2
737,0.8232000E-2
738,0.8246000E-2
739,0.8252000E-2
740,0.8257000E-2
741,0.8263000E-2
742,0.8277000E-2
743,0.8282000E-2
744,0.8290000E-2
745,0.8316000E-2
746,0.8343000E-2
747,0.8371000E-2
748,0.8399000E-2
749,0.8429000E-2
750,0.8453000E-2
751,0.8487000E-2
752,0.8511000E-2
753,0.8526000E-2
754,0.8532000E-2
755,0.8537000E-2
756,0.8545000E-2
757,0.8561000E-2
758,0.8566000E-2
759,0.8581000E-2
760,0.8587000E-2
761,0.8600000E-2
762,0.8605000E-2
763,0.8610000E-2
764,0.8625000E-2
765,0.8641000E-2
766,0.8655000E-2
767,0.8661000E-2
768,0.8666000E-2
769,0.8681000E-2
770,0.8686000E-2
771,0.8702000E-2
772,0.8717000E-2
773,0.8731000E-2
774,0.8736000E-2
775,0.8743000E-2
776,0.8756000E-2
777,0.8770000E-2
778,0.8781000E-2
779,0.8801000E-2
780,0.8821000E-2
781,0.8841000E-2
782,0.8849000E-2
783,0.8873000E-2
784,0.8899000E-2
785,0.8916000E-2
786,0.8930000E-2
787,0.8945000E-2
788,0.8960000E-2
789,0.8975000E-2
790,0.8981000E-2
791,0.8987000E-2
792,0.9001000E-2
793,0.9023000E-2
794,0.9042000E-2
795,0.9056000E-2
796,0.9063000E-2
797,0.9079000E-2
798,0.9094000E-2
799,0.9109000E-2
800,0.9125000E-2
801,0.9139000E-2
802,0.9154000E-2
803,0.9168000E-2
804,0.9183000E-2
805,0.9198000E-2
806,0.9213000E-2
807,0.9227000E-2
808,0.9243000E-2
809,0.9249000E-2
810,0.9265000E-2
811,0.9272000E-2
812,0.9289000E-2
813,0.9295000E-2
814,0.9311000E-2
815,0.9328000E-2
816,0.9345000E-2
817,0.9352000E-2
818,0.9367000E-2
819,0.9375000E-2
820,0.9394000E-2
821,0.9409000E-2
822,0.9424000E-2
823,0.9439000E-2
824,0.9455000E-2
825,0.9472000E-2
826,0.9496000E-2
827,0.9519000E-2
828,0.9526000E-2
829,0.9543000E-2
830,0.9560000E-2
831,0.9582000E-2
832,0.9591000E-2
833,0.9616000E-2
834,0.9624000E-2
835,0.9652000E-2
836,0.9681000E-2
837,0.9708000E-2
838,0.9734000E-2
839,0.9761000E-2
840,0.9786000E-2
841,0.9796000E-2
842,0.9820000E-2
843,0.9841000E-2
844,0.9863000E-2
845,0.9873000E-2
846,0.9897000E-2
847,0.9919000E-2
848,0.9942000E-2
849,0.9968000E-2
850,0.9992000E-2
851,0.1001600E-1
852,0.1004000E-1
853,0.1005000E-1
854,0.1007500E-1
855,0.1009500E-1
856,0.1011600E-1
857,0.1013800E-1
858,0.1016300E-1
859,0.1017300E-1
860,0.1019700E-1
861,0.1022100E-1
862,0.1023000E-1
863,0.1025400E-1
864,0.1027900E-1
865,0.1028800E-1
866,0.1031200E-1
867,0.1033400E-1
868,0.1035800E-1
869,0.1038000E-1
870,0.1040000E-1
871,0.1042100E-1
872,0.1044300E-1
873,0.1047100E-1
874,0.1049800E-1
875,0.1052200E-1
876,0.1053300E-1
877,0.1056700E-1
878,0.1059200E-1
879,0.1061900E-1
880,0.1064200E-1
881,0.1066600E-1
882,0.1067600E-1
883,0.1068500E-1
884,0.1070900E-1
885,0.1073300E-1
886,0.1074200E-1
887,0.1076300E-1
888,0.1078500E-1
889,0.1080600E-1
890,0.1082900E-1
891,0.1083800E-1
892,0.1086000E-1
893,0.1088300E-1
894,0.1090700E-1
895,0.1093100E-1
896,0.1095700E-1
897,0.1096700E-1
898,0.1098800E-1
899,0.1099700E-1
900,0.1102100E-1
901,0.1104500E-1
902,0.1105500E-1
903,0.1107900E-1
904,0.1110300E-1
905,0.1112900E-1
906,0.1115100E-1
907,0.1117500E-1
908,0.1118600E-1
909,0.1121300E-1
910,0.1123600E-1
911,0.1126000E-1
912,0.1128400E-1
913,0.1129000E-1
914,0.1129600E-1
915,0.1131200E-1
916,0.1132100E-1
917,0.1133600E-1
918,0.1135200E-1
919,0.1135800E-1
920,0.1136400E-1
921,0.1137900E-1
922,0.1138500E-1
923,0.1140100E-1
924,0.1141700E-1
925,0.1143400E-1
926,0.1145100E-1
927,0.1146800E-1
928,0.1147600E-1
929,0.1149200E-1
930,0.1150700E-1
931,0.1152200E-1
932,0.1153600E-1
933,0.1155200E-1
934,0.1156700E-1
935,0.1157500E-1
936,0.1159000E-1
937,0.1160500E-1
938,0.1162100E-1
939,0.1163400E-1
940,0.1164900E-1
941,0.1165500E-1
942,0.1167000E-1
943,0.1168500E-1
944,0.1170200E-1
945,0.1170800E-1
946,0.1172500E-1
947,0.1173300E-1
948,0.1174900E-1
949,0.1176500E-1
950,0.1177100E-1
951,0.1178800E-1
952,0.1180500E-1
953,0.1182100E-1
954,0.1183600E-1
955,0.1185100E-1
956,0.1186600E-1
957,0.1188000E-1
958,0.1189500E-1
959,0.1190100E-1
960,0.1191700E-1
961,0.1193500E-1
962,0.1195200E-1
963,0.1196000E-1
964,0.1197700E-1
965,0.1198300E-1
966,0.1199800E-1
967,0.1200500E-1
968,0.1202000E-1
969,0.1203600E-1
970,0.1205100E-1
971,0.1206600E-1
972,0.1207500E-1
973,0.1208100E-1
974,0.1209800E-1
975,0.1210600E-1
976,0.1212100E-1
977,0.1213600E-1
978,0.1214200E-1
979,0.1215800E-1
980,0.1217600E-1
981,0.1219400E-1
982,0.1220000E-1
983,0.1221700E-1
984,0.1222300E-1
985,0.1223900E-1
986,0.1225400E-1
987,0.1227100E-1
988,0.1227900E-1
989,0.1228500E-1
990,0.1230200E-1
991,0.1231000E-1
992,0.1232600E-1
993,0.1234200E-1
994,0.1234900E-1
995,0.1236600E-1
996,0.1237900E-1
997,0.1239600E-1
998,0.1241400E-1
999,0.1242100E-1
1000,0.1242700E-1
1001,0.1244500E-1
1002,0.1245100E-1
1003,0.1246700E-1
1004,0.1248500E-1
1005,0.1250300E-1
1006,0.1250900E-1
1007,0.1251700E-1
1008,0.1253400E-1
1009,0.1254000E-1
1010,0.1255600E-1
1011,0.1257300E-1
1012,0.1258100E-1
1013,0.1259700E-1
1014,0.1261200E-1
1015,0.1262700E-1
1016,0.1264200E-1
1017,0.1266000E-1
1018,0.1267500E-1
1019,0.1269200E-1
1020,0.1270000E-1
1021,0.1271700E-1
1022,0.1273300E-1
1023,0.1274100E-1
1024,0.1275900E-1
1025,0.1278200E-1
1026,0.1281100E-1
1027,0.1283200E-1
1028,0.1285100E-1
1029,0.1286900E-1
1030,0.1288700E-1
1031,0.1289400E-1
1032,0.1290000E-1
1033,0.1294600E-1
1034,0.1297600E-1
1035,0.1300200E-1
1036,0.1302700E-1
1037,0.1305100E-1
1038,0.1307500E-1
1039,0.1309900E-1
1040,0.1312400E-1
1041,0.1314700E-1
1042,0.1316900E-1
1043,0.1319500E-1
1044,0.1321900E-1
1045,0.1324000E-1
1046,0.1326400E-1
1047,0.1328800E-1
1048,0.1331000E-1
1049,0.1333600E-1
1050,0.1336200E-1
1051,0.1338400E-1
1052,0.1341100E-1
1053,0.1343200E-1
1054,0.1345900E-1
1055,0.1348200E-1
1056,0.1350700E-1
1057,0.1353300E-1
1058,0.1355700E-1
1059,0.1357600E-1
1060,0.1360000E-1
1061,0.1362300E-1
1062,0.1364800E-1
1063,0.1366900E-1
1064,0.1369300E-1
1065,0.1371600E-1
1066,0.1374000E-1
1067,0.1376100E-1
1068,0.1378300E-1
1069,0.1380700E-1
1070,0.1383000E-1
1071,0.1385300E-1
1072,0.1387600E-1
1073,0.1390000E-1
1074,0.1392100E-1
1075,0.1394200E-1
1076,0.1396600E-1
1077,0.1398800E-1
1078,0.1401000E-1
1079,0.1403400E-1
1080,0.1405500E-1
1081,0.1407900E-1
1082,0.1410200E-1
1083,0.1412300E-1
1084,0.1414400E-1
1085,0.1416800E-1
1086,0.1419200E-1
1087,0.1421600E-1
1088,0.1423800E-1
1089,0.1426100E-1
1090,0.1428200E-1
1091,0.1430600E-1
1092,0.1432700E-1
1093,0.1435100E-1
1094,0.1437500E-1
1095,0.1439800E-1
1096,0.1441900E-1
1097,0.1444100E-1
1098,0.1446300E-1
1099,0.1448400E-1
1100,0.1450700E-1
 ---
1001,0.1330000E-3
1002,0.1540000E-3
1003,0.1710000E-3
1004,0.1900000E-3
1005,0.2070000E-3
1006,0.2150000E-3
1007,0.2230000E-3
1008,0.2410000E-3
1009,0.2590000E-3
1010,0.2660000E-3
1011,0.2830000E-3
1012,0.2910000E-3
1013,0.3070000E-3
1014,0.3250000E-3
1015,0.3420000E-3
1016,0.3580000E-3
1017,0.3660000E-3
1018,0.3830000E-3
1019,0.3990000E-3
1020,0.4170000E-3
1021,0.4250000E-3
1022,0.4430000E-3
1023,0.4500000E-3
1024,0.4670000E-3
1025,0.4860000E-3
1026,0.5030000E-3
1027,0.5110000E-3
1028,0.5270000E-3
1029,0.5440000E-3
1030,0.5520000E-3
1031,0.5680000E-3
1032,0.5760000E-3
1033,0.5910000E-3
1034,0.6080000E-3
1035,0.6260000E-3
1036,0.6450000E-3
1037,0.6620000E-3
1038,0.6800000E-3
1039,0.6980000E-3
1040,0.7150000E-3
1041,0.7220000E-3
1042,0.7390000E-3
1043,0.7470000E-3
1044,0.7640000E-3
1045,0.7790000E-3
1046,0.7950000E-3
1047,0.8120000E-3
1048,0.8280000E-3
1049,0.8350000E-3
1050,0.8520000E-3
1051,0.8680000E-3
1052,0.8840000E-3
1053,0.8920000E-3
1054,0.9090000E-3
1055,0.9270000E-3
1056,0.9350000E-3
1057,0.9500000E-3
1058,0.9660000E-3
1059,0.9830000E-3
1060,0.9910000E-3
1061,0.1009000E-2
1062,0.1017000E-2
1063,0.1035000E-2
1064,0.1053000E-2
1065,0.1070000E-2
1066,0.1100000E-2
1067,0.1131000E-2
1068,0.1154000E-2
1069,0.1179000E-2
1070,0.1210000E-2
1071,0.1240000E-2
1072,0.1265000E-2
1073,0.1287000E-2
1074,0.1314000E-2
1075,0.1337000E-2
1076,0.1346000E-2
1077,0.1362000E-2
1078,0.1369000E-2
1079,0.1385000E-2
1080,0.1409000E-2
1081,0.1427000E-2
1082,0.1452000E-2
1083,0.1474000E-2
1084,0.1499000E-2
1085,0.1516000E-2
1086,0.1533000E-2
1087,0.1553000E-2
1088,0.1580000E-2
1089,0.1611000E-2
1090,0.1644000E-2
1091,0.1694000E-2
1092,0.1726000E-2
1093,0.1745000E-2
1094,0.1754000E-2
1095,0.1772000E-2
1096,0.1780000E-2
1097,0.1796000E-2
1098,0.1813000E-2
1099,0.1836000E-2
1100,0.1847000E-2
1101,0.1864000E-2
1102,0.1872000E-2
1103,0.1887000E-2
1104,0.1915000E-2
1105,0.1939000E-2
1106,0.1956000E-2
1107,0.1983000E-2
1108,0.2007000E-2
1109,0.2025000E-2
1110,0.2033000E-2
1111,0.2050000E-2
1112,0.2067000E-2
1113,0.2075000E-2
1114,0.2085000E-2
1115,0.2103000E-2
1116,0.2111000E-2
1117,0.2119000E-2
1118,0.2135000E-2
1119,0.2152000E-2
1120,0.2160000E-2
1121,0.2176000E-2
1122,0.2192000E-2
1123,0.2210000E-2
1124,0.2221000E-2
1125,0.2240000E-2
1126,0.2258000E-2
1127,0.2277000E-2
1128,0.2304000E-2
1129,0.2322000E-2
1130,0.2339000E-2
1131,0.2347000E-2
1132,0.2367000E-2
1133,0.2393000E-2
1134,0.2418000E-2
1135,0.2431000E-2
1136,0.2457000E-2
1137,0.2488000E-2
1138,0.2497000E-2
1139,0.2522000E-2
1140,0.2549000E-2
1141,0.2586000E-2
1142,0.2612000E-2
1143,0.2640000E-2
1144,0.2668000E-2
1145,0.2694000E-2
1146,0.2720000E-2
1147,0.2744000E-2
1148,0.2771000E-2
1149,0.2789000E-2
1150,0.2801000E-2
1151,0.2832000E-2
1152,0.2854000E-2
1153,0.2881000E-2
1154,0.2909000E-2
1155,0.2939000E-2
1156,0.2948000E-2
1157,0.2967000E-2
1158,0.2993000E-2
1159,0.3021000E-2
1160,0.3033000E-2
1161,0.3075000E-2
1162,0.3125000E-2
1163,0.3179000E-2
1164,0.3209000E-2
1165,0.3261000E-2
1166,0.3305000E-2
1167,0.3349000E-2
1168,0.3383000E-2
1169,0.3416000E-2
1170,0.3462000E-2
1171,0.3511000E-2
1172,0.3546000E-2
1173,0.3581000E-2
1174,0.3615000E-2
1175,0.3662000E-2
1176,0.3710000E-2
1177,0.3747000E-2
1178,0.3811000E-2
1179,0.3854000E-2
1180,0.3874000E-2
1181,0.3903000E-2
1182,0.3934000E-2
1183,0.3963000E-2
1184,0.3994000E-2
1185,0.4022000E-2
1186,0.4041000E-2
1187,0.4050000E-2
1188,0.4072000E-2
1189,0.4090000E-2
1190,0.4108000E-2
1191,0.4130000E-2
1192,0.4149000E-2
1193,0.4158000E-2
1194,0.4179000E-2
1195,0.4188000E-2
1196,0.4205000E-2
1197,0.4216000E-2
1198,0.4239000E-2
1199,0.4262000E-2
1200,0.4282000E-2
1201,0.4303000E-2
1202,0.4326000E-2
1203,0.4335000E-2
1204,0.4357000E-2
1205,0.4381000E-2
1206,0.4400000E-2
1207,0.4413000E-2
1208,0.4435000E-2
1209,0.4456000E-2
1210,0.4475000E-2
1211,0.4499000E-2
1212,0.4518000E-2
1213,0.4542000E-2
1214,0.4561000E-2
1215,0.4581000E-2
1216,0.4602000E-2
1217,0.4621000E-2
1218,0.4645000E-2
1219,0.4663000E-2
1220,0.4682000E-2
1221,0.4704000E-2
1222,0.4723000E-2
1223,0.4747000E-2
1224,0.4756000E-2
1225,0.4779000E-2
1226,0.4803000E-2
1227,0.4821000E-2
1228,0.4839000E-2
1229,0.4863000E-2
1230,0.4882000E-2
1231,0.4892000E-2
1232,0.4916000E-2
1233,0.4934000E-2
1234,0.4951000E-2
1235,0.4976000E-2
1236,0.4994000E-2
1237,0.5019000E-2
1238,0.5038000E-2
1239,0.5048000E-2
1240,0.5073000E-2
1241,0.5091000E-2
1242,0.5110000E-2
1243,0.5140000E-2
1244,0.5163000E-2
1245,0.5187000E-2
1246,0.5206000E-2
1247,0.5229000E-2
1248,0.5250000E-2
1249,0.5269000E-2
1250,0.5293000E-2
1251,0.5312000E-2
1252,0.5333000E-2
1253,0.5353000E-2
1254,0.5363000E-2
1255,0.5388000E-2
1256,0.5406000E-2
1257,0.5426000E-2
1258,0.5448000E-2
1259,0.5459000E-2
1260,0.5485000E-2
1261,0.5503000E-2
1262,0.5513000E-2
1263,0.5537000E-2
1264,0.5556000E-2
1265,0.5567000E-2
1266,0.5584000E-2
1267,0.5608000E-2
1268,0.5629000E-2
1269,0.5641000E-2
1270,0.5665000E-2
1271,0.5691000E-2
1272,0.5712000E-2
1273,0.5724000E-2
1274,0.5751000E-2
1275,0.5775000E-2
1276,0.5798000E-2
1277,0.5820000E-2
1278,0.5842000E-2
1279,0.5864000E-2
1280,0.5885000E-2
1281,0.5907000E-2
1282,0.5930000E-2
1283,0.5951000E-2
1284,0.5963000E-2
1285,0.5985000E-2
1286,0.6009000E-2
1287,0.6030000E-2
1288,0.6054000E-2
1289,0.6073000E-2
1290,0.6096000E-2
1291,0.6117000E-2
1292,0.6137000E-2
1293,0.6162000E-2
1294,0.6183000E-2
1295,0.6205000E-2
1296,0.6229000E-2
1297,0.6253000E-2
1298,0.6275000E-2
1299,0.6298000E-2
1300,0.6318000E-2
1301,0.6338000E-2
1302,0.6362000E-2
1303,0.6383000E-2
1304,0.6409000E-2
1305,0.6432000E-2
1306,0.6458000E-2
1307,0.6478000E-2
1308,0.6498000E-2
1309,0.6520000E-2
1310,0.6546000E-2
1311,0.6566000E-2
1312,0.6589000E-2
1313,0.6610000E-2
1314,0.6636000E-2
1315,0.6654000E-2
1316,0.6678000E-2
1317,0.6697000E-2
1318,0.6722000E-2
1319,0.6742000E-2
1320,0.6761000E-2
1321,0.6786000E-2
1322,0.6806000E-2
1323,0.6827000E-2
1324,0.6850000E-2
1325,0.6875000E-2
1326,0.6897000E-2
1327,0.6918000E-2
1328,0.6940000E-2
1329,0.6966000E-2
1330,0.6986000E-2
1331,0.6996000E-2
1332,0.7021000E-2
1333,0.7042000E-2
1334,0.7062000E-2
1335,0.7083000E-2
1336,0.7103000E-2
1337,0.7125000E-2
1338,0.7147000E-2
1339,0.7170000E-2
1340,0.7190000E-2
1341,0.7216000E-2
1342,0.7235000E-2
1343,0.7259000E-2
1344,0.7280000E-2
1345,0.7301000E-2
1346,0.7324000E-2
1347,0.7345000E-2
1348,0.7363000E-2
1349,0.7386000E-2
1350,0.7407000E-2
1351,0.7426000E-2
1352,0.7448000E-2
1353,0.7473000E-2
1354,0.7492000E-2
1355,0.7513000E-2
1356,0.7536000E-2
1357,0.7556000E-2
1358,0.7581000E-2
1359,0.7601000E-2
1360,0.7621000E-2
1361,0.7643000E-2
1362,0.7663000E-2
1363,0.7684000E-2
1364,0.7703000E-2
1365,0.7725000E-2
1366,0.7745000E-2
1367,0.7772000E-2
1368,0.7793000E-2
1369,0.7812000E-2
1370,0.7823000E-2
1371,0.7852000E-2
1372,0.7874000E-2
1373,0.7896000E-2
1374,0.7919000E-2
1375,0.7942000E-2
1376,0.7970000E-2
1377,0.7992000E-2
1378,0.8015000E-2
1379,0.8038000E-2
1380,0.8062000E-2
1381,0.8085000E-2
1382,0.8110000E-2
1383,0.8132000E-2
1384,0.8155000E-2
1385,0.8178000E-2
1386,0.8204000E-2
1387,0.8224000E-2
1388,0.8247000E-2
1389,0.8303000E-2
1390,0.8331000E-2
1391,0.8354000E-2
1392,0.8375000E-2
1393,0.8398000E-2
1394,0.8412000E-2
1395,0.8434000E-2
1396,0.8446000E-2
1397,0.8468000E-2
1398,0.8491000E-2
1399,0.8513000E-2
1400,0.8535000E-2
1401,0.8557000E-2
1402,0.8578000E-2
1403,0.8600000E-2
1404,0.8622000E-2
1405,0.8644000E-2
1406,0.8665000E-2
1407,0.8686000E-2
1408,0.8709000E-2
1409,0.8731000E-2
1410,0.8754000E-2
1411,0.8777000E-2
1412,0.8799000E-2
1413,0.8820000E-2
1414,0.8840000E-2
1415,0.8852000E-2
1416,0.8873000E-2
1417,0.8893000E-2
1418,0.8916000E-2
1419,0.8937000E-2
1420,0.8959000E-2
1421,0.8980000E-2
1422,0.9003000E-2
1423,0.9026000E-2
1424,0.9048000E-2
1425,0.9068000E-2
1426,0.9080000E-2
1427,0.9102000E-2
1428,0.9125000E-2
1429,0.9147000E-2
1430,0.9168000E-2
1431,0.9191000E-2
1432,0.9213000E-2
1433,0.9236000E-2
1434,0.9260000E-2
1435,0.9283000E-2
1436,0.9306000E-2
1437,0.9328000E-2
1438,0.9348000E-2
1439,0.9370000E-2
1440,0.9392000E-2
1441,0.9415000E-2
1442,0.9428000E-2
1443,0.9450000E-2
1444,0.9463000E-2
1445,0.9482000E-2
1446,0.9501000E-2
1447,0.9522000E-2
1448,0.9541000E-2
1449,0.9562000E-2
1450,0.9581000E-2
1451,0.9602000E-2
1452,0.9621000E-2
1453,0.9643000E-2
1454,0.9663000E-2
1455,0.9684000E-2
1456,0.9694000E-2
1457,0.9714000E-2
1458,0.9735000E-2
1459,0.9756000E-2
1460,0.9776000E-2
1461,0.9802000E-2
1462,0.9824000E-2
1463,0.9845000E-2
1464,0.9863000E-2
1465,0.9883000E-2
1466,0.9896000E-2
1467,0.9914000E-2
1468,0.9935000E-2
1469,0.9956000E-2
1470,0.9977000E-2
1471,0.9997000E-2
1472,0.1002000E-1
1473,0.1004000E-1
1474,0.1005000E-1
1475,0.1006900E-1
1476,0.1008700E-1
1477,0.1010800E-1
1478,0.1012700E-1
1479,0.1014800E-1
1480,0.1016700E-1
1481,0.1017700E-1
1482,0.1019700E-1
1483,0.1021600E-1
1484,0.1023800E-1
