Size of array,Matrix Time
1485,0.1025700E-1
1486,0.1027800E-1
1487,0.1029700E-1
1488,0.1031800E-1
1489,0.1033800E-1
1490,0.1034800E-1
1491,0.1036900E-1
1492,0.1039000E-1
1493,0.1041200E-1
1494,0.1043300E-1
1495,0.1045400E-1
1496,0.1047400E-1
1497,0.1049500E-1
1498,0.1051600E-1
1499,0.1052700E-1
1500,0.1054700E-1
1501,0.1056600E-1
1502,0.1058800E-1
1503,0.1060900E-1
1504,0.1062000E-1
1505,0.1064000E-1
1506,0.1066000E-1
1507,0.1068000E-1
1508,0.1070100E-1
1509,0.1072200E-1
1510,0.1074200E-1
1511,0.1076300E-1
1512,0.1078300E-1
1513,0.1079400E-1
1514,0.1081400E-1
1515,0.1083400E-1
1516,0.1085500E-1
1517,0.1087600E-1
1518,0.1090000E-1
1519,0.1092100E-1
1520,0.1094300E-1
1521,0.1096300E-1
1522,0.1098500E-1
1523,0.1100600E-1
1524,0.1102800E-1
1525,0.1104600E-1
1526,0.1106700E-1
1527,0.1108800E-1
1528,0.1110800E-1
1529,0.1112900E-1
1530,0.1115000E-1
1531,0.1117100E-1
1532,0.1118100E-1
1533,0.1120100E-1
1534,0.1122100E-1
1535,0.1124200E-1
1536,0.1125500E-1
1537,0.1127400E-1
1538,0.1129300E-1
1539,0.1130500E-1
1540,0.1132500E-1
1541,0.1133600E-1
1542,0.1135400E-1
1543,0.1137400E-1
1544,0.1139400E-1
1545,0.1140600E-1
1546,0.1142400E-1
1547,0.1144500E-1
1548,0.1146500E-1
1549,0.1148600E-1
1550,0.1150700E-1
1551,0.1152700E-1
1552,0.1154700E-1
1553,0.1156800E-1
1554,0.1158900E-1
1555,0.1161000E-1
1556,0.1163000E-1
1557,0.1165100E-1
1558,0.1167200E-1
1559,0.1168300E-1
1560,0.1170300E-1
1561,0.1172500E-1
1562,0.1174700E-1
1563,0.1176800E-1
1564,0.1178900E-1
1565,0.1180900E-1
1566,0.1181900E-1
1567,0.1183800E-1
1568,0.1186000E-1
1569,0.1188100E-1
1570,0.1189200E-1
1571,0.1191200E-1
1572,0.1193300E-1
1573,0.1195200E-1
1574,0.1197200E-1
1575,0.1198400E-1
1576,0.1200400E-1
1577,0.1202600E-1
1578,0.1204700E-1
1579,0.1206700E-1
1580,0.1208900E-1
1581,0.1211100E-1
1582,0.1212200E-1
1583,0.1214300E-1
1584,0.1216500E-1
1585,0.1218700E-1
1586,0.1220800E-1
1587,0.1223000E-1
1588,0.1225000E-1
1589,0.1227000E-1
1590,0.1229100E-1
1591,0.1231200E-1
1592,0.1233200E-1
1593,0.1235300E-1
1594,0.1237300E-1
1595,0.1238400E-1
1596,0.1240600E-1
1597,0.1242800E-1
1598,0.1245000E-1
1599,0.1247200E-1
1600,0.1249400E-1
1601,0.1251600E-1
1602,0.1253700E-1
1603,0.1255700E-1
1604,0.1257800E-1
1605,0.1259800E-1
1606,0.1261800E-1
1607,0.1264000E-1
1608,0.1266300E-1
1609,0.1268500E-1
1610,0.1270600E-1
1611,0.1271700E-1
1612,0.1273500E-1
1613,0.1275600E-1
1614,0.1277700E-1
1615,0.1278800E-1
1616,0.1280700E-1
1617,0.1285400E-1
1618,0.1288200E-1
1619,0.1290600E-1
1620,0.1292700E-1
1621,0.1294700E-1
1622,0.1296800E-1
1623,0.1298800E-1
1624,0.1301000E-1
1625,0.1303000E-1
1626,0.1305100E-1
1627,0.1307100E-1
1628,0.1309100E-1
1629,0.1311100E-1
1630,0.1313200E-1
1631,0.1315200E-1
1632,0.1317300E-1
1633,0.1319200E-1
1634,0.1321200E-1
1635,0.1323300E-1
1636,0.1325300E-1
1637,0.1327300E-1
1638,0.1329300E-1
1639,0.1331300E-1
1640,0.1333300E-1
1641,0.1335800E-1
1642,0.1337900E-1
1643,0.1340200E-1
1644,0.1342400E-1
1645,0.1344400E-1
1646,0.1345800E-1
1647,0.1347800E-1
1648,0.1349800E-1
1649,0.1351800E-1
1650,0.1353800E-1
1651,0.1355900E-1
1652,0.1357900E-1
1653,0.1359900E-1
1654,0.1362100E-1
1655,0.1364200E-1
1656,0.1366200E-1
1657,0.1369300E-1
1658,0.1371700E-1
1659,0.1374700E-1
1660,0.1377800E-1
1661,0.1381100E-1
1662,0.1385200E-1
1663,0.1387700E-1
1664,0.1389000E-1
1665,0.1390900E-1
1666,0.1394000E-1
1667,0.1396200E-1
1668,0.1398400E-1
1669,0.1401500E-1
1670,0.1404200E-1
1671,0.1407000E-1
1672,0.1409100E-1
1673,0.1411100E-1
1674,0.1413500E-1
1675,0.1417100E-1
1676,0.1420400E-1
1677,0.1423000E-1
1678,0.1425700E-1
1679,0.1428800E-1
1680,0.1431000E-1
1681,0.1432900E-1
1682,0.1435000E-1
1683,0.1436900E-1
1684,0.1438700E-1
1685,0.1441700E-1
1686,0.1444000E-1
1687,0.1446100E-1
1688,0.1449500E-1
1689,0.1452100E-1
1690,0.1454200E-1
1691,0.1456300E-1
1692,0.1458400E-1
1693,0.1460400E-1
1694,0.1462300E-1
1695,0.1464400E-1
1696,0.1466400E-1
1697,0.1468500E-1
1698,0.1470700E-1
1699,0.1472800E-1
1700,0.1474800E-1
1701,0.1476800E-1
1702,0.1478900E-1
1703,0.1481100E-1
1704,0.1483100E-1
1705,0.1485100E-1
1706,0.1487200E-1
1707,0.1489200E-1
1708,0.1491300E-1
1709,0.1493300E-1
1710,0.1495500E-1
1711,0.1497500E-1
1712,0.1500500E-1
1713,0.1502700E-1
1714,0.1504600E-1
1715,0.1506700E-1
1716,0.1507900E-1
1717,0.1509800E-1
1718,0.1511800E-1
1719,0.1513700E-1
1720,0.1515600E-1
1721,0.1517500E-1
1722,0.1519400E-1
1723,0.1521600E-1
1724,0.1523700E-1
1725,0.1525600E-1
1726,0.1527600E-1
1727,0.1529600E-1
1728,0.1531500E-1
1729,0.1533600E-1
1730,0.1535500E-1
1731,0.1537400E-1
1732,0.1539300E-1
1733,0.1541300E-1
1734,0.1543300E-1
1735,0.1544500E-1
1736,0.1546400E-1
1737,0.1548300E-1
1738,0.1550300E-1
1739,0.1552200E-1
1740,0.1553600E-1
1741,0.1555500E-1
1742,0.1557800E-1
1743,0.1560900E-1
1744,0.1564000E-1
1745,0.1567900E-1
1746,0.1571700E-1
1747,0.1574300E-1
1748,0.1576600E-1
1749,0.1579700E-1
1750,0.1582700E-1
1751,0.1585900E-1
1752,0.1588400E-1
1753,0.1592200E-1
1754,0.1595200E-1
1755,0.1596600E-1
1756,0.1598500E-1
1757,0.1601200E-1
1758,0.1605100E-1
1759,0.1607500E-1
1760,0.1609700E-1
1761,0.1612100E-1
1762,0.1614200E-1
1763,0.1616500E-1
1764,0.1618700E-1
1765,0.1620800E-1
1766,0.1622900E-1
1767,0.1625100E-1
1768,0.1627500E-1
1769,0.1629600E-1
1770,0.1632000E-1
1771,0.1634400E-1
1772,0.1637600E-1
1773,0.1640000E-1
1774,0.1643100E-1
1775,0.1645500E-1
1776,0.1649300E-1
1777,0.1654400E-1
1778,0.1658100E-1
1779,0.1660700E-1
1780,0.1662900E-1
1781,0.1665300E-1
1782,0.1668500E-1
1783,0.1672000E-1
1784,0.1675100E-1
1785,0.1677700E-1
1786,0.1680900E-1
1787,0.1683700E-1
1788,0.1686000E-1
1789,0.1688100E-1
1790,0.1690500E-1
1791,0.1694200E-1
1792,0.1698200E-1
1793,0.1702700E-1
1794,0.1706700E-1
1795,0.1710800E-1
1796,0.1715000E-1
1797,0.1719300E-1
1798,0.1723000E-1
1799,0.1726300E-1
1800,0.1729300E-1
1801,0.1731600E-1
1802,0.1733700E-1
1803,0.1735900E-1
1804,0.1738000E-1
1805,0.1740100E-1
1806,0.1742100E-1
1807,0.1744100E-1
1808,0.1746100E-1
1809,0.1748200E-1
1810,0.1750100E-1
1811,0.1752100E-1
1812,0.1754100E-1
1813,0.1756100E-1
1814,0.1758300E-1
1815,0.1759500E-1
1816,0.1761300E-1
1817,0.1763300E-1
1818,0.1765400E-1
1819,0.1767400E-1
1820,0.1769400E-1
1821,0.1771700E-1
1822,0.1774000E-1
1823,0.1776900E-1
1824,0.1779200E-1
1825,0.1781600E-1
1826,0.1783700E-1
1827,0.1785900E-1
1828,0.1787100E-1
1829,0.1789500E-1
1830,0.1791700E-1
1831,0.1793800E-1
1832,0.1796000E-1
1833,0.1798300E-1
1834,0.1800500E-1
1835,0.1802700E-1
1836,0.1804800E-1
1837,0.1807000E-1
1838,0.1809100E-1
1839,0.1811400E-1
1840,0.1813500E-1
1841,0.1815600E-1
1842,0.1817800E-1
1843,0.1820000E-1
1844,0.1822000E-1
1845,0.1825300E-1
1846,0.1827600E-1
1847,0.1830000E-1
1848,0.1832300E-1
1849,0.1834500E-1
1850,0.1836700E-1
1851,0.1839000E-1
1852,0.1841200E-1
1853,0.1843600E-1
1854,0.1846000E-1
1855,0.1848300E-1
1856,0.1850700E-1
1857,0.1853000E-1
1858,0.1855400E-1
1859,0.1857800E-1
1860,0.1860000E-1
1861,0.1862300E-1
1862,0.1864600E-1
1863,0.1866600E-1
1864,0.1868800E-1
1865,0.1871000E-1
1866,0.1873200E-1
1867,0.1875400E-1
1868,0.1877700E-1
1869,0.1880100E-1
1870,0.1882400E-1
1871,0.1883600E-1
1872,0.1885800E-1
1873,0.1888200E-1
1874,0.1890400E-1
1875,0.1892500E-1
1876,0.1894800E-1
1877,0.1897100E-1
1878,0.1899300E-1
1879,0.1901400E-1
1880,0.1903800E-1
1881,0.1906200E-1
1882,0.1908600E-1
1883,0.1911100E-1
1884,0.1912500E-1
1885,0.1914700E-1
1886,0.1916900E-1
1887,0.1918300E-1
1888,0.1920500E-1
1889,0.1922700E-1
1890,0.1925100E-1
1891,0.1927300E-1
1892,0.1929600E-1
1893,0.1932000E-1
1894,0.1934400E-1
1895,0.1936900E-1
1896,0.1939200E-1
1897,0.1941600E-1
1898,0.1943800E-1
1899,0.1946100E-1
1900,0.1948300E-1
1901,0.1950500E-1
1902,0.1952000E-1
1903,0.1954200E-1
1904,0.1956400E-1
1905,0.1958700E-1
1906,0.1961000E-1
1907,0.1964000E-1
1908,0.1966500E-1
1909,0.1968800E-1
1910,0.1971000E-1
1911,0.1973200E-1
1912,0.1975600E-1
1913,0.1977800E-1
1914,0.1980000E-1
1915,0.1982400E-1
1916,0.1984600E-1
1917,0.1987000E-1
1918,0.1989400E-1
1919,0.1991600E-1
1920,0.1994200E-1
1921,0.1996400E-1
1922,0.1998600E-1
1923,0.2000800E-1
1924,0.2003000E-1
1925,0.2005200E-1
1926,0.2007600E-1
1927,0.2009800E-1
1928,0.2012000E-1
1929,0.2014400E-1
1930,0.2016800E-1
1931,0.2019000E-1
1932,0.2021400E-1
1933,0.2023800E-1
1934,0.2026000E-1
1935,0.2028200E-1
1936,0.2029800E-1
1937,0.2031800E-1
1938,0.2034200E-1
1939,0.2036400E-1
1940,0.2038600E-1
1941,0.2040000E-1
1942,0.2042000E-1
1943,0.2044200E-1
1944,0.2046200E-1
1945,0.2048600E-1
1946,0.2050600E-1
1947,0.2052600E-1
1948,0.2054600E-1
1949,0.2056800E-1
1950,0.2058800E-1
1951,0.2061000E-1
1952,0.2063400E-1
1953,0.2065400E-1
1954,0.2067400E-1
1955,0.2069600E-1
1956,0.2071800E-1
1957,0.2074000E-1
1958,0.2076000E-1
1959,0.2078000E-1
1960,0.2080200E-1
1961,0.2082400E-1
1962,0.2083800E-1
1963,0.2085800E-1
1964,0.2088000E-1
1965,0.2090200E-1
1966,0.2092200E-1
1967,0.2094400E-1
1968,0.2096800E-1
1969,0.2098800E-1
1970,0.2101200E-1
1971,0.2103400E-1
1972,0.2105600E-1
1973,0.2107800E-1
1974,0.2110200E-1
1975,0.2112200E-1
1976,0.2114600E-1
1977,0.2116600E-1
1978,0.2118800E-1
1979,0.2121200E-1
1980,0.2123200E-1
1981,0.2125200E-1
1982,0.2127400E-1
1983,0.2129600E-1
1984,0.2131200E-1
1985,0.2133200E-1
1986,0.2135400E-1
1987,0.2137800E-1
1988,0.2139800E-1
1989,0.2142200E-1
1990,0.2144400E-1
1991,0.2146800E-1
1992,0.2149000E-1
1993,0.2151200E-1
1994,0.2153200E-1
1995,0.2155400E-1
1996,0.2157400E-1
1997,0.2159600E-1
1998,0.2161600E-1
1999,0.2164000E-1
2000,0.2166400E-1
 ---
10001,0.2340000E-3
10002,0.2950000E-3
10003,0.3540000E-3
10004,0.4120000E-3
10005,0.4700000E-3
10006,0.5290000E-3
10007,0.5870000E-3
10008,0.6460000E-3
10009,0.7060000E-3
10010,0.7750000E-3
10011,0.8350000E-3
10012,0.8920000E-3
10013,0.9560000E-3
10014,0.1014000E-2
10015,0.1072000E-2
10016,0.1130000E-2
10017,0.1188000E-2
10018,0.1252000E-2
10019,0.1316000E-2
10020,0.1375000E-2
10021,0.1433000E-2
10022,0.1491000E-2
10023,0.1549000E-2
10024,0.1607000E-2
10025,0.1667000E-2
10026,0.1725000E-2
10027,0.1783000E-2
10028,0.1848000E-2
10029,0.1915000E-2
10030,0.1974000E-2
10031,0.2034000E-2
10032,0.2101000E-2
10033,0.2167000E-2
10034,0.2228000E-2
10035,0.2288000E-2
10036,0.2348000E-2
10037,0.2413000E-2
10038,0.2478000E-2
10039,0.2538000E-2
10040,0.2597000E-2
10041,0.2656000E-2
10042,0.2723000E-2
10043,0.2791000E-2
10044,0.2858000E-2
10045,0.2920000E-2
10046,0.2986000E-2
10047,0.3048000E-2
10048,0.3118000E-2
10049,0.3206000E-2
10050,0.3279000E-2
10051,0.3343000E-2
10052,0.3406000E-2
10053,0.3466000E-2
10054,0.3528000E-2
10055,0.3591000E-2
10056,0.3652000E-2
10057,0.3713000E-2
10058,0.3773000E-2
10059,0.3834000E-2
10060,0.3894000E-2
10061,0.3954000E-2
10062,0.4023000E-2
10063,0.4085000E-2
10064,0.4145000E-2
10065,0.4206000E-2
10066,0.4272000E-2
10067,0.4332000E-2
10068,0.4392000E-2
10069,0.4472000E-2
10070,0.4542000E-2
10071,0.4613000E-2
10072,0.4681000E-2
10073,0.4751000E-2
10074,0.4821000E-2
10075,0.4891000E-2
10076,0.4962000E-2
10077,0.5033000E-2
10078,0.5101000E-2
10079,0.5171000E-2
10080,0.5241000E-2
10081,0.5312000E-2
10082,0.5382000E-2
10083,0.5452000E-2
10084,0.5522000E-2
10085,0.5592000E-2
10086,0.5661000E-2
10087,0.5733000E-2
10088,0.5803000E-2
10089,0.5873000E-2
10090,0.5945000E-2
10091,0.6017000E-2
10092,0.6086000E-2
10093,0.6155000E-2
10094,0.6224000E-2
10095,0.6294000E-2
10096,0.6362000E-2
10097,0.6432000E-2
10098,0.6502000E-2
10099,0.6570000E-2
10100,0.6638000E-2
10101,0.6708000E-2
10102,0.6777000E-2
10103,0.6848000E-2
10104,0.6916000E-2
10105,0.6985000E-2
10106,0.7060000E-2
10107,0.7143000E-2
10108,0.7214000E-2
10109,0.7283000E-2
10110,0.7351000E-2
10111,0.7418000E-2
10112,0.7510000E-2
10113,0.7587000E-2
10114,0.7658000E-2
10115,0.7729000E-2
10116,0.7800000E-2
10117,0.7871000E-2
10118,0.7941000E-2
10119,0.8009000E-2
10120,0.8079000E-2
10121,0.8150000E-2
10122,0.8237000E-2
10123,0.8309000E-2
10124,0.8382000E-2
10125,0.8456000E-2
10126,0.8525000E-2
10127,0.8594000E-2
10128,0.8666000E-2
10129,0.8739000E-2
10130,0.8808000E-2
10131,0.8877000E-2
10132,0.8953000E-2
10133,0.9044000E-2
10134,0.9132000E-2
10135,0.9204000E-2
10136,0.9274000E-2
10137,0.9344000E-2
10138,0.9415000E-2
10139,0.9483000E-2
10140,0.9554000E-2
10141,0.9623000E-2
10142,0.9695000E-2
10143,0.9766000E-2
10144,0.9836000E-2
10145,0.9906000E-2
10146,0.9974000E-2
10147,0.1004400E-1
10148,0.1011600E-1
10149,0.1019700E-1
10150,0.1028000E-1
10151,0.1035500E-1
10152,0.1042700E-1
10153,0.1050000E-1
10154,0.1057000E-1
10155,0.1064000E-1
10156,0.1071100E-1
10157,0.1078100E-1
10158,0.1085200E-1
10159,0.1092300E-1
10160,0.1099300E-1
10161,0.1106400E-1
10162,0.1113200E-1
10163,0.1120100E-1
10164,0.1126900E-1
10165,0.1133700E-1
10166,0.1140500E-1
10167,0.1147400E-1
10168,0.1155200E-1
10169,0.1162100E-1
10170,0.1168900E-1
10171,0.1175500E-1
10172,0.1182200E-1
10173,0.1189400E-1
10174,0.1196200E-1
10175,0.1203100E-1
10176,0.1210200E-1
10177,0.1217100E-1
10178,0.1224200E-1
10179,0.1231000E-1
10180,0.1237900E-1
10181,0.1245000E-1
10182,0.1252000E-1
10183,0.1259000E-1
10184,0.1266000E-1
10185,0.1273200E-1
10186,0.1280200E-1
10187,0.1287100E-1
10188,0.1294100E-1
10189,0.1301400E-1
10190,0.1308400E-1
10191,0.1315600E-1
10192,0.1322600E-1
10193,0.1329400E-1
10194,0.1336200E-1
10195,0.1343100E-1
10196,0.1350200E-1
10197,0.1357000E-1
10198,0.1365100E-1
10199,0.1372200E-1
10200,0.1379100E-1
10201,0.1385900E-1
10202,0.1392800E-1
10203,0.1399800E-1
10204,0.1406700E-1
10205,0.1413700E-1
10206,0.1420900E-1
10207,0.1427900E-1
10208,0.1435200E-1
10209,0.1442200E-1
10210,0.1449000E-1
10211,0.1456000E-1
10212,0.1463200E-1
10213,0.1470300E-1
10214,0.1477800E-1
10215,0.1484700E-1
10216,0.1491800E-1
10217,0.1498600E-1
10218,0.1505800E-1
10219,0.1512800E-1
10220,0.1519900E-1
10221,0.1526800E-1
10222,0.1533800E-1
10223,0.1540500E-1
10224,0.1547200E-1
10225,0.1554200E-1
10226,0.1561000E-1
10227,0.1568100E-1
10228,0.1575200E-1
10229,0.1582300E-1
10230,0.1589400E-1
10231,0.1596700E-1
10232,0.1603700E-1
10233,0.1610500E-1
10234,0.1617500E-1
10235,0.1624400E-1
10236,0.1631500E-1
10237,0.1638500E-1
10238,0.1645500E-1
10239,0.1652300E-1
10240,0.1659200E-1
10241,0.1666100E-1
10242,0.1672900E-1
10243,0.1679700E-1
10244,0.1686600E-1
10245,0.1693300E-1
10246,0.1700300E-1
10247,0.1707500E-1
10248,0.1714600E-1
10249,0.1721800E-1
10250,0.1728700E-1
10251,0.1735700E-1
10252,0.1742400E-1
10253,0.1749400E-1
10254,0.1756600E-1
10255,0.1763700E-1
10256,0.1770700E-1
10257,0.1777500E-1
10258,0.1784600E-1
10259,0.1791700E-1
10260,0.1798700E-1
10261,0.1805700E-1
10262,0.1813100E-1
10263,0.1819900E-1
10264,0.1826800E-1
10265,0.1834400E-1
10266,0.1841500E-1
10267,0.1851600E-1
10268,0.1861700E-1
10269,0.1869100E-1
10270,0.1876400E-1
10271,0.1883400E-1
10272,0.1890400E-1
10273,0.1897500E-1
10274,0.1904400E-1
10275,0.1911300E-1
10276,0.1918000E-1
10277,0.1925000E-1
10278,0.1932100E-1
10279,0.1939200E-1
10280,0.1946000E-1
10281,0.1952800E-1
10282,0.1959900E-1
10283,0.1966900E-1
10284,0.1974100E-1
10285,0.1982200E-1
10286,0.1989300E-1
10287,0.1996300E-1
10288,0.2003100E-1
10289,0.2009900E-1
10290,0.2016600E-1
10291,0.2023400E-1
10292,0.2030200E-1
10293,0.2037000E-1
10294,0.2044000E-1
10295,0.2050800E-1
10296,0.2057600E-1
10297,0.2064400E-1
10298,0.2071200E-1
10299,0.2078000E-1
10300,0.2084700E-1
10301,0.2091400E-1
10302,0.2097800E-1
10303,0.2104500E-1
10304,0.2111200E-1
10305,0.2117800E-1
10306,0.2124500E-1
10307,0.2131200E-1
10308,0.2138000E-1
10309,0.2144600E-1
10310,0.2151300E-1
10311,0.2158200E-1
10312,0.2164900E-1
10313,0.2171500E-1
10314,0.2178000E-1
10315,0.2184400E-1
10316,0.2190900E-1
10317,0.2197600E-1
10318,0.2204100E-1
10319,0.2210500E-1
10320,0.2217000E-1
10321,0.2223500E-1
10322,0.2230100E-1
10323,0.2236500E-1
10324,0.2242900E-1
10325,0.2249200E-1
10326,0.2255600E-1
10327,0.2262100E-1
10328,0.2269000E-1
10329,0.2275600E-1
10330,0.2282100E-1
10331,0.2288400E-1
10332,0.2294800E-1
10333,0.2301100E-1
10334,0.2307400E-1
10335,0.2313800E-1
10336,0.2320100E-1
10337,0.2326500E-1
10338,0.2332900E-1
10339,0.2339500E-1
10340,0.2345800E-1
10341,0.2352100E-1
10342,0.2358400E-1
10343,0.2364800E-1
10344,0.2371300E-1
10345,0.2377800E-1
10346,0.2384800E-1
10347,0.2391300E-1
10348,0.2398300E-1
10349,0.2405300E-1
10350,0.2411900E-1
10351,0.2418400E-1
10352,0.2425300E-1
10353,0.2431800E-1
10354,0.2438200E-1
10355,0.2444600E-1
10356,0.2451100E-1
10357,0.2458200E-1
10358,0.2464900E-1
10359,0.2472000E-1
10360,0.2479100E-1
10361,0.2485700E-1
10362,0.2492600E-1
10363,0.2499000E-1
10364,0.2505400E-1
10365,0.2512400E-1
10366,0.2519300E-1
10367,0.2525800E-1
10368,0.2532400E-1
10369,0.2538900E-1
10370,0.2545900E-1
10371,0.2552400E-1
10372,0.2559300E-1
10373,0.2565800E-1
10374,0.2572800E-1
10375,0.2579800E-1
10376,0.2586900E-1
10377,0.2593400E-1
10378,0.2599900E-1
10379,0.2606400E-1
10380,0.2613000E-1
10381,0.2619700E-1
10382,0.2626200E-1
10383,0.2632800E-1
10384,0.2639400E-1
10385,0.2646000E-1
10386,0.2652700E-1
10387,0.2659300E-1
10388,0.2665700E-1
10389,0.2672200E-1
10390,0.2678800E-1
10391,0.2686000E-1
10392,0.2692600E-1
10393,0.2699400E-1
10394,0.2706000E-1
10395,0.2712500E-1
10396,0.2719000E-1
10397,0.2726000E-1
10398,0.2733100E-1
10399,0.2739500E-1
10400,0.2746000E-1
10401,0.2753000E-1
10402,0.2759500E-1
10403,0.2766200E-1
10404,0.2772900E-1
10405,0.2779600E-1
10406,0.2786100E-1
10407,0.2793100E-1
10408,0.2799600E-1
10409,0.2806100E-1
10410,0.2812700E-1
10411,0.2819700E-1
10412,0.2826800E-1
10413,0.2833400E-1
10414,0.2840100E-1
10415,0.2847500E-1
10416,0.2854800E-1
10417,0.2861200E-1
10418,0.2867600E-1
10419,0.2874100E-1
10420,0.2880500E-1
10421,0.2887500E-1
10422,0.2893900E-1
10423,0.2900300E-1
10424,0.2906800E-1
10425,0.2913100E-1
10426,0.2919500E-1
10427,0.2926000E-1
10428,0.2932500E-1
10429,0.2938900E-1
10430,0.2945500E-1
10431,0.2952100E-1
10432,0.2959100E-1
10433,0.2965500E-1
10434,0.2972000E-1
10435,0.2978700E-1
10436,0.2985200E-1
10437,0.2991700E-1
10438,0.2998200E-1
10439,0.3004600E-1
10440,0.3011000E-1
10441,0.3017500E-1
10442,0.3024200E-1
10443,0.3030700E-1
10444,0.3037200E-1
10445,0.3043800E-1
10446,0.3050300E-1
10447,0.3056800E-1
10448,0.3064100E-1
10449,0.3070800E-1
10450,0.3077400E-1
10451,0.3084000E-1
10452,0.3090700E-1
10453,0.3097200E-1
10454,0.3104100E-1
10455,0.3110900E-1
10456,0.3117500E-1
10457,0.3124000E-1
10458,0.3130500E-1
10459,0.3137300E-1
10460,0.3144200E-1
10461,0.3151000E-1
10462,0.3157400E-1
10463,0.3164500E-1
10464,0.3171100E-1
10465,0.3177600E-1
10466,0.3184000E-1
10467,0.3190400E-1
10468,0.3197500E-1
10469,0.3204000E-1
10470,0.3210500E-1
10471,0.3217100E-1
10472,0.3224200E-1
10473,0.3230800E-1
10474,0.3237900E-1
10475,0.3244600E-1
10476,0.3251700E-1
10477,0.3258300E-1
10478,0.3265400E-1
10479,0.3272100E-1
10480,0.3279200E-1
10481,0.3286300E-1
10482,0.3292800E-1
10483,0.3299400E-1
10484,0.3306100E-1
10485,0.3313100E-1
10486,0.3319700E-1
10487,0.3326300E-1
10488,0.3338700E-1
10489,0.3346800E-1
10490,0.3354500E-1
10491,0.3362100E-1
10492,0.3369700E-1
10493,0.3376900E-1
10494,0.3384200E-1
10495,0.3391500E-1
10496,0.3398800E-1
10497,0.3406100E-1
10498,0.3413500E-1
10499,0.3420900E-1
10500,0.3428100E-1
10501,0.3436400E-1
10502,0.3443800E-1
10503,0.3451000E-1
10504,0.3458100E-1
10505,0.3465300E-1
10506,0.3472500E-1
10507,0.3479600E-1
10508,0.3486800E-1
10509,0.3493900E-1
10510,0.3501100E-1
10511,0.3508200E-1
10512,0.3515400E-1
10513,0.3522200E-1
10514,0.3529200E-1
10515,0.3536300E-1
10516,0.3542800E-1
10517,0.3549400E-1
10518,0.3555800E-1
10519,0.3562300E-1
10520,0.3568800E-1
10521,0.3575300E-1
10522,0.3582000E-1
10523,0.3588500E-1
10524,0.3595700E-1
10525,0.3602900E-1
10526,0.3609700E-1
10527,0.3617000E-1
10528,0.3623600E-1
10529,0.3630000E-1
10530,0.3636500E-1
10531,0.3643700E-1
10532,0.3650300E-1
10533,0.3656900E-1
10534,0.3664200E-1
10535,0.3671400E-1
10536,0.3678500E-1
10537,0.3685700E-1
10538,0.3692900E-1
10539,0.3699300E-1
10540,0.3705700E-1
10541,0.3712100E-1
10542,0.3718600E-1
10543,0.3725200E-1
10544,0.3733300E-1
10545,0.3742200E-1
10546,0.3750400E-1
10547,0.3758500E-1
10548,0.3767400E-1
10549,0.3775400E-1
10550,0.3783500E-1
10551,0.3791800E-1
10552,0.3800900E-1
10553,0.3810800E-1
10554,0.3820600E-1
10555,0.3830600E-1
10556,0.3842800E-1
10557,0.3855100E-1
10558,0.3869400E-1
10559,0.3883400E-1
10560,0.3898200E-1
10561,0.3906700E-1
10562,0.3915600E-1
10563,0.3924800E-1
10564,0.3934400E-1
10565,0.3943900E-1
10566,0.3953600E-1
10567,0.3963800E-1
10568,0.3973300E-1
10569,0.3983500E-1
10570,0.3993700E-1
10571,0.4002800E-1
10572,0.4011900E-1
10573,0.4021300E-1
10574,0.4029900E-1
10575,0.4039100E-1
10576,0.4047900E-1
10577,0.4055900E-1
10578,0.4064900E-1
10579,0.4074800E-1
10580,0.4083000E-1
10581,0.4092400E-1
10582,0.4101200E-1
10583,0.4109300E-1
10584,0.4119300E-1
10585,0.4129600E-1
10586,0.4139600E-1
10587,0.4148700E-1
10588,0.4157100E-1
10589,0.4164600E-1
10590,0.4173000E-1
10591,0.4180800E-1
10592,0.4187600E-1
10593,0.4195000E-1
10594,0.4203400E-1
10595,0.4211900E-1
10596,0.4219500E-1
10597,0.4228100E-1
10598,0.4237500E-1
10599,0.4245500E-1
10600,0.4254000E-1
10601,0.4264100E-1
10602,0.4274200E-1
10603,0.4282500E-1
10604,0.4291700E-1
10605,0.4299900E-1
10606,0.4308300E-1
10607,0.4317400E-1
10608,0.4325800E-1
10609,0.4334400E-1
10610,0.4344500E-1
10611,0.4352900E-1
10612,0.4361000E-1
10613,0.4368600E-1
10614,0.4376200E-1
10615,0.4383900E-1
10616,0.4393800E-1
10617,0.4401900E-1
10618,0.4410900E-1
10619,0.4419800E-1
10620,0.4429700E-1
10621,0.4440200E-1
10622,0.4449200E-1
10623,0.4457500E-1
10624,0.4465400E-1
10625,0.4473000E-1
10626,0.4480900E-1
10627,0.4489500E-1
10628,0.4497400E-1
10629,0.4506400E-1
10630,0.4514700E-1
10631,0.4522800E-1
10632,0.4531100E-1
10633,0.4538900E-1
10634,0.4548600E-1
10635,0.4556200E-1
10636,0.4563200E-1
10637,0.4572400E-1
10638,0.4580600E-1
10639,0.4588700E-1
10640,0.4598500E-1
10641,0.4606200E-1
10642,0.4615800E-1
10643,0.4625700E-1
10644,0.4633700E-1
10645,0.4641900E-1
10646,0.4651200E-1
10647,0.4660200E-1
10648,0.4669200E-1
10649,0.4678400E-1
