initM,initL,Matrix Time,Count
900,1200,0.1262000E-2,11391
900,1300,0.1257000E-2,11391
900,1400,0.1298000E-2,11391
900,1500,0.1304000E-2,11391
900,1600,0.1387000E-2,11391
900,1700,0.1365000E-2,11391
900,1800,0.1402000E-2,11391
900,1900,0.1398000E-2,11391
900,2000,0.1574000E-2,11391
900,2100,0.1697000E-2,11391
1000,20,0.1023000E-2,11449
1000,30,0.1025000E-2,11449
1000,40,0.1027000E-2,11449
1000,50,0.1032000E-2,11449
1000,60,0.1028000E-2,11449
1000,70,0.1028000E-2,11449
1000,80,0.1033000E-2,11449
1000,90,0.1035000E-2,11449
1000,100,0.1067000E-2,11449
1000,200,0.1072000E-2,11449
1000,300,0.1129000E-2,11449
1000,400,0.1126000E-2,11449
1000,500,0.1146000E-2,11449
1000,600,0.1180000E-2,11449
1000,700,0.1192000E-2,11449
1000,800,0.1205000E-2,11449
1000,900,0.1253000E-2,11449
1000,1000,0.1284000E-2,11449
1000,1100,0.1303000E-2,11449
1000,1200,0.1353000E-2,11449
1000,1300,0.1405000E-2,11449
1000,1400,0.1455000E-2,11449
1000,1500,0.1403000E-2,11449
1000,1600,0.1417000E-2,11449
1000,1700,0.1563000E-2,11449
1000,1800,0.1546000E-2,11449
1000,1900,0.1552000E-2,11449
1000,2000,0.1588000E-2,11449
1000,2100,0.1584000E-2,11449
1100,20,0.1051000E-2,11448
1100,30,0.1066000E-2,11448
1100,40,0.1032000E-2,11448
1100,50,0.1043000E-2,11448
1100,60,0.1028000E-2,11448
1100,70,0.1040000E-2,11448
1100,80,0.1039000E-2,11448
1100,90,0.1048000E-2,11448
1100,100,0.1045000E-2,11448
1100,200,0.1080000E-2,11448
1100,300,0.1110000E-2,11448
1100,400,0.1146000E-2,11448
1100,500,0.1191000E-2,11448
1100,600,0.1180000E-2,11448
1100,700,0.1217000E-2,11448
1100,800,0.1256000E-2,11448
1100,900,0.1310000E-2,11448
1100,1000,0.1309000E-2,11448
1100,1100,0.1322000E-2,11448
1100,1200,0.1353000E-2,11448
1100,1300,0.1378000E-2,11448
1100,1400,0.1406000E-2,11448
1100,1500,0.1467000E-2,11448
1100,1600,0.1672000E-2,11448
1100,1700,0.1648000E-2,11448
1100,1800,0.1541000E-2,11448
1100,1900,0.1567000E-2,11448
1100,2000,0.1571000E-2,11448
1100,2100,0.1614000E-2,11448
1200,20,0.1061000E-2,11448
1200,30,0.1038000E-2,11448
1200,40,0.1039000E-2,11448
1200,50,0.1060000E-2,11448
1200,60,0.1060000E-2,11448
1200,70,0.1066000E-2,11448
1200,80,0.1053000E-2,11448
1200,90,0.1072000E-2,11448
1200,100,0.1071000E-2,11448
1200,200,0.1101000E-2,11448
1200,300,0.1131000E-2,11448
1200,400,0.1169000E-2,11448
1200,500,0.1182000E-2,11448
1200,600,0.1221000E-2,11448
1200,700,0.1266000E-2,11448
1200,800,0.1331000E-2,11448
1200,900,0.1798000E-2,11448
1200,1000,0.1464000E-2,11448
1200,1100,0.1396000E-2,11448
1200,1200,0.1442000E-2,11448
1200,1300,0.1458000E-2,11448
1200,1400,0.1537000E-2,11448
1200,1500,0.1602000E-2,11448
1200,1600,0.1563000E-2,11448
1200,1700,0.1657000E-2,11448
1200,1800,0.1996000E-2,11448
1200,1900,0.1941000E-2,11448
1200,2000,0.1750000E-2,11448
1200,2100,0.1774000E-2,11448
1300,20,0.1026000E-2,11448
1300,30,0.1037000E-2,11448
1300,40,0.1049000E-2,11448
1300,50,0.1036000E-2,11448
1300,60,0.1063000E-2,11448
1300,70,0.1053000E-2,11448
1300,80,0.1057000E-2,11448
1300,90,0.1109000E-2,11448
1300,100,0.1117000E-2,11448
1300,200,0.1150000E-2,11448
1300,300,0.1205000E-2,11448
1300,400,0.1261000E-2,11448
1300,500,0.1379000E-2,11448
1300,600,0.1298000E-2,11448
1300,700,0.1422000E-2,11448
1300,800,0.1417000E-2,11448
1300,900,0.1435000E-2,11448
1300,1000,0.1406000E-2,11448
1300,1100,0.1973000E-2,11448
1300,1200,0.1553000E-2,11448
1300,1300,0.1627000E-2,11448
1300,1400,0.1631000E-2,11448
1300,1500,0.1710000E-2,11448
1300,1600,0.1880000E-2,11448
1300,1700,0.1802000E-2,11448
1300,1800,0.1771000E-2,11448
1300,1900,0.1860000E-2,11448
1300,2000,0.1779000E-2,11448
1300,2100,0.1977000E-2,11448
1400,20,0.1027000E-2,11448
1400,30,0.1048000E-2,11448
1400,40,0.1052000E-2,11448
1400,50,0.1052000E-2,11448
1400,60,0.1089000E-2,11448
1400,70,0.1075000E-2,11448
1400,80,0.1082000E-2,11448
1400,90,0.1148000E-2,11448
1400,100,0.1107000E-2,11448
1400,200,0.1157000E-2,11448
1400,300,0.1202000E-2,11448
1400,400,0.1196000E-2,11448
1400,500,0.1240000E-2,11448
1400,600,0.1327000E-2,11448
1400,700,0.1390000E-2,11448
1400,800,0.1344000E-2,11448
1400,900,0.1372000E-2,11448
1400,1000,0.1457000E-2,11448
1400,1100,0.1617000E-2,11448
1400,1200,0.1517000E-2,11448
1400,1300,0.1523000E-2,11448
1400,1400,0.1571000E-2,11448
1400,1500,0.1619000E-2,11448
1400,1600,0.1621000E-2,11448
1400,1700,0.1668000E-2,11448
1400,1800,0.1685000E-2,11448
1400,1900,0.1852000E-2,11448
1400,2000,0.2127000E-2,11448
1400,2100,0.2085000E-2,11448
1500,20,0.1040000E-2,11448
1500,30,0.1049000E-2,11448
1500,40,0.1124000E-2,11448
1500,50,0.1055000E-2,11448
1500,60,0.1052000E-2,11448
1500,70,0.1056000E-2,11448
1500,80,0.1070000E-2,11448
1500,90,0.1063000E-2,11448
1500,100,0.1080000E-2,11448
1500,200,0.1126000E-2,11448
1500,300,0.1170000E-2,11448
1500,400,0.1215000E-2,11448
1500,500,0.1245000E-2,11448
1500,600,0.1302000E-2,11448
1500,700,0.1317000E-2,11448
1500,800,0.1341000E-2,11448
1500,900,0.1378000E-2,11448
1500,1000,0.1420000E-2,11448
1500,1100,0.1456000E-2,11448
1500,1200,0.1503000E-2,11448
1500,1300,0.1523000E-2,11448
1500,1400,0.1583000E-2,11448
1500,1500,0.1707000E-2,11448
1500,1600,0.1674000E-2,11448
1500,1700,0.1668000E-2,11448
1500,1800,0.1717000E-2,11448
1500,1900,0.1737000E-2,11448
1500,2000,0.1792000E-2,11448
1500,2100,0.1849000E-2,11448
1600,20,0.1039000E-2,11448
1600,30,0.1307000E-2,11448
1600,40,0.1058000E-2,11448
1600,50,0.1060000E-2,11448
1600,60,0.1060000E-2,11448
1600,70,0.1056000E-2,11448
1600,80,0.1078000E-2,11448
1600,90,0.1110000E-2,11448
1600,100,0.1074000E-2,11448
1600,200,0.1145000E-2,11448
1600,300,0.1166000E-2,11448
1600,400,0.1218000E-2,11448
1600,500,0.1273000E-2,11448
1600,600,0.1311000E-2,11448
1600,700,0.1331000E-2,11448
1600,800,0.1372000E-2,11448
1600,900,0.1393000E-2,11448
1600,1000,0.1435000E-2,11448
1600,1100,0.1486000E-2,11448
1600,1200,0.1526000E-2,11448
1600,1300,0.1565000E-2,11448
1600,1400,0.1619000E-2,11448
1600,1500,0.1668000E-2,11448
1600,1600,0.1813000E-2,11448
1600,1700,0.1739000E-2,11448
1600,1800,0.1868000E-2,11448
1600,1900,0.1861000E-2,11448
1600,2000,0.1923000E-2,11448
1600,2100,0.1903000E-2,11448
1700,20,0.1058000E-2,11448
1700,30,0.1081000E-2,11448
1700,40,0.1065000E-2,11448
1700,50,0.1063000E-2,11448
1700,60,0.1056000E-2,11448
1700,70,0.1049000E-2,11448
1700,80,0.1072000E-2,11448
1700,90,0.1078000E-2,11448
1700,100,0.1075000E-2,11448
1700,200,0.1120000E-2,11448
1700,300,0.1191000E-2,11448
1700,400,0.1207000E-2,11448
1700,500,0.1280000E-2,11448
1700,600,0.1307000E-2,11448
1700,700,0.1340000E-2,11448
1700,800,0.1421000E-2,11448
1700,900,0.1440000E-2,11448
1700,1000,0.1488000E-2,11448
1700,1100,0.1528000E-2,11448
1700,1200,0.1540000E-2,11448
1700,1300,0.1582000E-2,11448
1700,1400,0.1665000E-2,11448
1700,1500,0.1687000E-2,11448
1700,1600,0.1711000E-2,11448
1700,1700,0.1745000E-2,11448
1700,1800,0.1781000E-2,11448
1700,1900,0.1848000E-2,11448
1700,2000,0.2385000E-2,11448
1700,2100,0.2031000E-2,11448
1800,20,0.1042000E-2,11448
1800,30,0.1063000E-2,11448
1800,40,0.1036000E-2,11448
1800,50,0.1079000E-2,11448
1800,60,0.1053000E-2,11448
1800,70,0.1058000E-2,11448
1800,80,0.1047000E-2,11448
1800,90,0.1074000E-2,11448
1800,100,0.1080000E-2,11448
1800,200,0.1140000E-2,11448
1800,300,0.1199000E-2,11448
1800,400,0.1239000E-2,11448
1800,500,0.1314000E-2,11448
1800,600,0.1327000E-2,11448
1800,700,0.1346000E-2,11448
1800,800,0.1405000E-2,11448
1800,900,0.1454000E-2,11448
1800,1000,0.1477000E-2,11448
1800,1100,0.1562000E-2,11448
1800,1200,0.1618000E-2,11448
1800,1300,0.1609000E-2,11448
1800,1400,0.1690000E-2,11448
1800,1500,0.1726000E-2,11448
1800,1600,0.1782000E-2,11448
1800,1700,0.1810000E-2,11448
1800,1800,0.1868000E-2,11448
1800,1900,0.1920000E-2,11448
1800,2000,0.2120000E-2,11448
1800,2100,0.2052000E-2,11448
1900,20,0.1054000E-2,11448
1900,30,0.1044000E-2,11448
1900,40,0.1039000E-2,11448
1900,50,0.1044000E-2,11448
1900,60,0.1049000E-2,11448
1900,70,0.1074000E-2,11448
1900,80,0.1056000E-2,11448
1900,90,0.1060000E-2,11448
1900,100,0.1091000E-2,11448
1900,200,0.1142000E-2,11448
1900,300,0.1186000E-2,11448
1900,400,0.1274000E-2,11448
1900,500,0.1288000E-2,11448
1900,600,0.1321000E-2,11448
1900,700,0.1381000E-2,11448
1900,800,0.1415000E-2,11448
1900,900,0.1477000E-2,11448
1900,1000,0.1512000E-2,11448
1900,1100,0.1538000E-2,11448
1900,1200,0.1646000E-2,11448
1900,1300,0.1765000E-2,11448
1900,1400,0.1743000E-2,11448
1900,1500,0.1786000E-2,11448
1900,1600,0.1798000E-2,11448
1900,1700,0.1961000E-2,11448
1900,1800,0.2218000E-2,11448
1900,1900,0.2257000E-2,11448
1900,2000,0.2665000E-2,11448
1900,2100,0.2513000E-2,11448
2000,20,0.1042000E-2,11448
2000,30,0.1053000E-2,11448
2000,40,0.1045000E-2,11448
2000,50,0.1048000E-2,11448
2000,60,0.1051000E-2,11448
2000,70,0.1058000E-2,11448
2000,80,0.1067000E-2,11448
2000,90,0.1063000E-2,11448
2000,100,0.1155000E-2,11448
2000,200,0.1161000E-2,11448
2000,300,0.1193000E-2,11448
2000,400,0.1239000E-2,11448
2000,500,0.1288000E-2,11448
2000,600,0.1363000E-2,11448
2000,700,0.1383000E-2,11448
2000,800,0.1466000E-2,11448
2000,900,0.1513000E-2,11448
2000,1000,0.1548000E-2,11448
2000,1100,0.1635000E-2,11448
2000,1200,0.1703000E-2,11448
2000,1300,0.1721000E-2,11448
2000,1400,0.1741000E-2,11448
2000,1500,0.1790000E-2,11448
2000,1600,0.1838000E-2,11448
2000,1700,0.1880000E-2,11448
2000,1800,0.1957000E-2,11448
2000,1900,0.2107000E-2,11448
2000,2000,0.2322000E-2,11448
2000,2100,0.4594000E-2,11448
