initM,initL,Matrix Time,Count
900,1000,0.1005000E-2,11472
900,1100,0.1033000E-2,11472
900,1200,0.1039000E-2,11472
900,1300,0.1102000E-2,11472
900,1400,0.1100000E-2,11472
900,1500,0.1105000E-2,11472
900,1600,0.1140000E-2,11472
900,1700,0.1145000E-2,11472
900,1800,0.1160000E-2,11472
900,1900,0.1188000E-2,11472
900,2000,0.1201000E-2,11472
900,2100,0.1248000E-2,11472
1000,20,0.8860000E-3,11454
1000,30,0.8980000E-3,11454
1000,40,0.9050000E-3,11454
1000,50,0.8900000E-3,11454
1000,60,0.8960000E-3,11454
1000,70,0.8810000E-3,11454
1000,80,0.9300000E-3,11454
1000,90,0.9180000E-3,11454
1000,100,0.8650000E-3,11454
1000,200,0.9310000E-3,11454
1000,300,0.9280000E-3,11454
1000,400,0.9870000E-3,11454
1000,500,0.9450000E-3,11454
1000,600,0.1022000E-2,11454
1000,700,0.1021000E-2,11454
1000,800,0.1025000E-2,11454
1000,900,0.1067000E-2,11454
1000,1000,0.1094000E-2,11454
1000,1100,0.1182000E-2,11454
1000,1200,0.1110000E-2,11454
1000,1300,0.1190000E-2,11454
1000,1400,0.1153000E-2,11454
1000,1500,0.1338000E-2,11454
1000,1600,0.1203000E-2,11454
1000,1700,0.1166000E-2,11454
1000,1800,0.1433000E-2,11454
1000,1900,0.1274000E-2,11454
1000,2000,0.1212000E-2,11454
1000,2100,0.1242000E-2,11454
1100,20,0.8680000E-3,11454
1100,30,0.9140000E-3,11454
1100,40,0.9010000E-3,11454
1100,50,0.9050000E-3,11454
1100,60,0.8820000E-3,11454
1100,70,0.8710000E-3,11454
1100,80,0.9190000E-3,11454
1100,90,0.9040000E-3,11454
1100,100,0.9190000E-3,11454
1100,200,0.9090000E-3,11454
1100,300,0.9450000E-3,11454
1100,400,0.9950000E-3,11454
1100,500,0.9970000E-3,11454
1100,600,0.1012000E-2,11454
1100,700,0.1046000E-2,11454
1100,800,0.1098000E-2,11454
1100,900,0.1115000E-2,11454
1100,1000,0.1116000E-2,11454
1100,1100,0.1156000E-2,11454
1100,1200,0.1177000E-2,11454
1100,1300,0.1190000E-2,11454
1100,1400,0.1186000E-2,11454
1100,1500,0.1236000E-2,11454
1100,1600,0.1237000E-2,11454
1100,1700,0.1305000E-2,11454
1100,1800,0.1309000E-2,11454
1100,1900,0.1325000E-2,11454
1100,2000,0.1541000E-2,11454
1100,2100,0.1385000E-2,11454
1200,20,0.8840000E-3,11454
1200,30,0.9030000E-3,11454
1200,40,0.9000000E-3,11454
1200,50,0.8960000E-3,11454
1200,60,0.8910000E-3,11454
1200,70,0.9000000E-3,11454
1200,80,0.9130000E-3,11454
1200,90,0.8980000E-3,11454
1200,100,0.9210000E-3,11454
1200,200,0.9490000E-3,11454
1200,300,0.9610000E-3,11454
1200,400,0.9990000E-3,11454
1200,500,0.1047000E-2,11454
1200,600,0.1044000E-2,11454
1200,700,0.1063000E-2,11454
1200,800,0.1103000E-2,11454
1200,900,0.1116000E-2,11454
1200,1000,0.1143000E-2,11454
1200,1100,0.1176000E-2,11454
1200,1200,0.1205000E-2,11454
1200,1300,0.1211000E-2,11454
1200,1400,0.1313000E-2,11454
1200,1500,0.1287000E-2,11454
1200,1600,0.1303000E-2,11454
1200,1700,0.1344000E-2,11454
1200,1800,0.1371000E-2,11454
1200,1900,0.1399000E-2,11454
1200,2000,0.1441000E-2,11454
1200,2100,0.1467000E-2,11454
1300,20,0.8960000E-3,11454
1300,30,0.9100000E-3,11454
1300,40,0.9080000E-3,11454
1300,50,0.9310000E-3,11454
1300,60,0.9520000E-3,11454
1300,70,0.8930000E-3,11454
1300,80,0.9180000E-3,11454
1300,90,0.9200000E-3,11454
1300,100,0.9170000E-3,11454
1300,200,0.9330000E-3,11454
1300,300,0.9620000E-3,11454
1300,400,0.9990000E-3,11454
1300,500,0.1038000E-2,11454
1300,600,0.1037000E-2,11454
1300,700,0.1074000E-2,11454
1300,800,0.1129000E-2,11454
1300,900,0.1135000E-2,11454
1300,1000,0.1165000E-2,11454
1300,1100,0.1196000E-2,11454
1300,1200,0.1226000E-2,11454
1300,1300,0.1238000E-2,11454
1300,1400,0.1326000E-2,11454
1300,1500,0.1299000E-2,11454
1300,1600,0.1319000E-2,11454
1300,1700,0.1336000E-2,11454
1300,1800,0.1394000E-2,11454
1300,1900,0.1379000E-2,11454
1300,2000,0.1493000E-2,11454
1300,2100,0.1503000E-2,11454
1400,20,0.8810000E-3,11454
1400,30,0.8760000E-3,11454
1400,40,0.8870000E-3,11454
1400,50,0.8960000E-3,11454
1400,60,0.8840000E-3,11454
1400,70,0.8920000E-3,11454
1400,80,0.9120000E-3,11454
1400,90,0.9030000E-3,11454
1400,100,0.9100000E-3,11454
1400,200,0.9490000E-3,11454
1400,300,0.1009000E-2,11454
1400,400,0.1012000E-2,11454
1400,500,0.1096000E-2,11454
1400,600,0.1048000E-2,11454
1400,700,0.1108000E-2,11454
1400,800,0.1120000E-2,11454
1400,900,0.1170000E-2,11454
1400,1000,0.1175000E-2,11454
1400,1100,0.1208000E-2,11454
1400,1200,0.1258000E-2,11454
1400,1300,0.1277000E-2,11454
1400,1400,0.1316000E-2,11454
1400,1500,0.1339000E-2,11454
1400,1600,0.1420000E-2,11454
1400,1700,0.1439000E-2,11454
1400,1800,0.1432000E-2,11454
1400,1900,0.1473000E-2,11454
1400,2000,0.1497000E-2,11454
1400,2100,0.1539000E-2,11454
1500,20,0.8860000E-3,11454
1500,30,0.9360000E-3,11454
1500,40,0.9130000E-3,11454
1500,50,0.8990000E-3,11454
1500,60,0.9130000E-3,11454
1500,70,0.9090000E-3,11454
1500,80,0.9000000E-3,11454
1500,90,0.1015000E-2,11454
1500,100,0.9400000E-3,11454
1500,200,0.9510000E-3,11454
1500,300,0.9900000E-3,11454
1500,400,0.1022000E-2,11454
1500,500,0.1064000E-2,11454
1500,600,0.1100000E-2,11454
1500,700,0.1125000E-2,11454
1500,800,0.1159000E-2,11454
1500,900,0.1180000E-2,11454
1500,1000,0.1192000E-2,11454
1500,1100,0.1249000E-2,11454
1500,1200,0.1307000E-2,11454
1500,1300,0.1307000E-2,11454
1500,1400,0.1379000E-2,11454
1500,1500,0.1368000E-2,11454
1500,1600,0.1400000E-2,11454
1500,1700,0.1437000E-2,11454
1500,1800,0.1464000E-2,11454
1500,1900,0.1506000E-2,11454
1500,2000,0.1546000E-2,11454
1500,2100,0.1638000E-2,11454
1600,20,0.8900000E-3,11454
1600,30,0.9360000E-3,11454
1600,40,0.8990000E-3,11454
1600,50,0.9010000E-3,11454
1600,60,0.9050000E-3,11454
1600,70,0.9260000E-3,11454
1600,80,0.9130000E-3,11454
1600,90,0.9000000E-3,11454
1600,100,0.9250000E-3,11454
1600,200,0.9560000E-3,11454
1600,300,0.9820000E-3,11454
1600,400,0.1021000E-2,11454
1600,500,0.1040000E-2,11454
1600,600,0.1107000E-2,11454
1600,700,0.1104000E-2,11454
1600,800,0.1202000E-2,11454
1600,900,0.1182000E-2,11454
1600,1000,0.1233000E-2,11454
1600,1100,0.1282000E-2,11454
1600,1200,0.1288000E-2,11454
1600,1300,0.1334000E-2,11454
1600,1400,0.1335000E-2,11454
1600,1500,0.1387000E-2,11454
1600,1600,0.1428000E-2,11454
1600,1700,0.1460000E-2,11454
1600,1800,0.1541000E-2,11454
1600,1900,0.2041000E-2,11454
1600,2000,0.2052000E-2,11454
1600,2100,0.2240000E-2,11454
1700,20,0.9050000E-3,11454
1700,30,0.8840000E-3,11454
1700,40,0.9060000E-3,11454
1700,50,0.9030000E-3,11454
1700,60,0.9020000E-3,11454
1700,70,0.9110000E-3,11454
1700,80,0.9300000E-3,11454
1700,90,0.9670000E-3,11454
1700,100,0.1060000E-2,11454
1700,200,0.1021000E-2,11454
1700,300,0.1033000E-2,11454
1700,400,0.1089000E-2,11454
1700,500,0.1131000E-2,11454
1700,600,0.1148000E-2,11454
1700,700,0.1207000E-2,11454
1700,800,0.1225000E-2,11454
1700,900,0.1252000E-2,11454
1700,1000,0.1303000E-2,11454
1700,1100,0.1330000E-2,11454
1700,1200,0.1505000E-2,11454
1700,1300,0.1487000E-2,11454
1700,1400,0.1530000E-2,11454
1700,1500,0.1612000E-2,11454
1700,1600,0.1695000E-2,11454
1700,1700,0.1750000E-2,11454
1700,1800,0.1912000E-2,11454
1700,1900,0.1894000E-2,11454
1700,2000,0.2091000E-2,11454
1700,2100,0.2489000E-2,11454
1800,20,0.9210000E-3,11454
1800,30,0.9130000E-3,11454
1800,40,0.8940000E-3,11454
1800,50,0.9030000E-3,11454
1800,60,0.9300000E-3,11454
1800,70,0.9260000E-3,11454
1800,80,0.9190000E-3,11454
1800,90,0.9170000E-3,11454
1800,100,0.9820000E-3,11454
1800,200,0.9930000E-3,11454
1800,300,0.1059000E-2,11454
1800,400,0.1134000E-2,11454
1800,500,0.1189000E-2,11454
1800,600,0.1228000E-2,11454
1800,700,0.1319000E-2,11454
1800,800,0.1372000E-2,11454
1800,900,0.1476000E-2,11454
1800,1000,0.1607000E-2,11454
1800,1100,0.1584000E-2,11454
1800,1200,0.1576000E-2,11454
1800,1300,0.1592000E-2,11454
1800,1400,0.1563000E-2,11454
1800,1500,0.1598000E-2,11454
1800,1600,0.1630000E-2,11454
1800,1700,0.1648000E-2,11454
1800,1800,0.1654000E-2,11454
1800,1900,0.1642000E-2,11454
1800,2000,0.1706000E-2,11454
1800,2100,0.1761000E-2,11454
1900,20,0.8860000E-3,11454
1900,30,0.8940000E-3,11454
1900,40,0.9130000E-3,11454
1900,50,0.1124000E-2,11454
1900,60,0.9080000E-3,11454
1900,70,0.9320000E-3,11454
1900,80,0.9250000E-3,11454
1900,90,0.9210000E-3,11454
1900,100,0.9410000E-3,11454
1900,200,0.9990000E-3,11454
1900,300,0.1027000E-2,11454
1900,400,0.1061000E-2,11454
1900,500,0.1098000E-2,11454
1900,600,0.1130000E-2,11454
1900,700,0.1182000E-2,11454
1900,800,0.1234000E-2,11454
1900,900,0.1299000E-2,11454
1900,1000,0.1308000E-2,11454
1900,1100,0.1331000E-2,11454
1900,1200,0.1390000E-2,11454
1900,1300,0.1430000E-2,11454
1900,1400,0.1467000E-2,11454
1900,1500,0.1522000E-2,11454
1900,1600,0.1565000E-2,11454
1900,1700,0.1593000E-2,11454
1900,1800,0.1634000E-2,11454
1900,1900,0.1700000E-2,11454
1900,2000,0.1965000E-2,11454
1900,2100,0.2162000E-2,11454
2000,20,0.8970000E-3,11454
2000,30,0.8960000E-3,11454
2000,40,0.9580000E-3,11454
2000,50,0.9200000E-3,11454
2000,60,0.9030000E-3,11454
2000,70,0.9110000E-3,11454
2000,80,0.9300000E-3,11454
2000,90,0.9470000E-3,11454
2000,100,0.9330000E-3,11454
2000,200,0.9740000E-3,11454
2000,300,0.1040000E-2,11454
2000,400,0.1074000E-2,11454
2000,500,0.1150000E-2,11454
2000,600,0.1164000E-2,11454
2000,700,0.1234000E-2,11454
2000,800,0.1255000E-2,11454
2000,900,0.1300000E-2,11454
2000,1000,0.1328000E-2,11454
2000,1100,0.1390000E-2,11454
2000,1200,0.1451000E-2,11454
2000,1300,0.1462000E-2,11454
2000,1400,0.1561000E-2,11454
2000,1500,0.1868000E-2,11454
2000,1600,0.1924000E-2,11454
2000,1700,0.1981000E-2,11454
2000,1800,0.2071000E-2,11454
2000,1900,0.2115000E-2,11454
2000,2000,0.2197000E-2,11454
2000,2100,0.5489000E-2,11454
